시도명,시군구명,도로명,지정사유,지정년도,도로폭,도로연장,도로차로수,보차분리여부,시작점위도,시작점경도,종료점위도,종료점경도,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
12,천안시,성정7길,,,3,93,1,n,36.815717,127.141647,36.816428,127.141508,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,새말4길,,,5,478,1,y,36.797847,127.131805,36.793460,127.132428,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,미라5길,,,4.5,200,1,y,36.799766,127.127234,36.799991,127.129010,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,쌍용5길,,,3.5,176,1,y,36.802168,127.122515,36.800940,127.121845,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,쌍용19로,,,6,161,2,y,36.793820,127.122327,36.793616,127.120823,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,한들3로,,,4.5,150,1,y,36.830826,127.121126,36.830840,127.122639,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,백석3로,,,4,185,1,y,36.821723,127.124774,36.822477,127.125003,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,백석4길,,,7,160,1,y,36.821788,127.124231,36.822283,127.123411,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,불당33길,,,12,180,2,y,36.810800,127.106700,36.812300,127.107200,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,검은들3길,,,8,290,2,y,36.810147,127.109728,36.811693,127.110190,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,검은들3길,,,8,281,2,y,36.811748,127.109953,36.810193,127.109537,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,불당25로,,,6.5,52,2,y,36.813386,127.107948,36.813559,127.107459,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,불당21로,,,6.5,52,2,y,36.814276,127.107714,36.814190,127.108119,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,두정상가1길,,,3.5,356,1,y,36.833579,127.139123,36.830261,127.138763,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,두정상가3길,,,3.5,362,1,y,36.830145,127.140481,36.833485,127.140869,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,두정상가1길,,,3,152,1,y,36.832907,127.140694,36.832989,127.139162,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,두정상가4길,,,3,362,1,y,36.833219,127.142562,36.829997,127.142389,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,두정상가6길,,,3.5,367,1,y,36.829856,127.144167,36.833215,127.144540,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,두정상가4길,,,3,152,1,y,36.832778,127.142788,36.832678,127.144346,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,성정공원7길,,,3,315,1,y,36.828953,127.144879,36.829231,127.141424,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,성정공원6길,,,3,315,1,y,36.828515,127.141333,36.828258,127.144776,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,성정공원4길,,,3,312,1,y,36.826811,127.144572,36.827060,127.141200,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,성정공원3길,,,3,303,1,y,36.826366,127.141054,36.826100,127.144533,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
14,순천시,매곡동 도서관길(중앙동 1번지 신세대 먹거리→동외동 278-8번지 산아래 건강원),,2002,6,160,1,N,34.95726152,127.484800,34.95718278,127.487505,,교통과,061-749-5920,2019-08-29,4820000,전라남도 순천시
14,순천시,중앙1가(중앙동 24-41번지 SK봉화대리점→중앙동 112-6번지 팔마모텔)차량통행제한 13:00-익일08:00,,,3,210,1,N,34.9563163,127.4851125,34.95550755,127.4857197,,교통과,061-749-5921,2019-08-29,4820000,전라남도 순천시
14,순천시,중앙1가길(중앙동85-1번지 닥터포닥터→중앙동112-6번지 팔마모텔)차량통행제한 13:00-익일08:00,,,6,160,1,N,34.95550316,127.4846796,34.95550755,127.4857197,,교통과,061-749-5922,2019-08-29,4820000,전라남도 순천시
14,순천시,동외동 성동초등길(남내동3-23번지 폴한→동외동 78번지 성동초 입구),,,7,120,1,N,34.95428432,127.4863733,34.95433068,127.4866796,,교통과,061-749-5923,2019-08-29,4820000,전라남도 순천시
14,순천시,장천동 남문천변길(장천동 261-4번지 LG텔레콤→장천동 49-1 MIT특수방수),,,4,400,1,N,34.95295873,127.4841371,34.95257339,127.488957,,교통과,061-749-5924,2019-08-29,4820000,전라남도 순천시
14,순천시,남내동 보행자도로(장천동 프리머스사거리→남내동 1-1번지 기업은행),,,5,420,1,N,34.94999316,127.4884693,34.95507634,127.4860728,,교통과,061-749-5925,2019-08-29,4820000,전라남도 순천시
14,순천시,남내동 중앙시장길(남내동 77번지 천원세상→남내동 111-4번지 떼고집),,,8,120,1,N,34.95357185,127.4841661,34.95338995,127.4859191,,교통과,061-749-5926,2019-08-29,4820000,전라남도 순천시
14,순천시,동외동 한전사택길(남내동 4-4번지 뜨레비스→동외동68-12번지 강남빌딩),,,6,120,2,N,34.95333721,127.4862369,34.95333644,127.4881968,,교통과,061-749-5927,2019-08-29,4820000,전라남도 순천시
14,순천시,저전1가길(저전동 121-6번지 손순국 가→중앙로),,,6,120,1,N,34.95221802,127.4816563,34.97654572,127.4042148,,교통과,061-749-5928,2019-08-29,4820000,전라남도 순천시
14,순천시,저전길 순천여고진입로(저전동203-3번지 GS25시 편의점→저전길47번지 팔마맛집),,,6,100,1,N,34.95065909,127.4839215,34.94946896,127.4838742,,교통과,061-749-5929,2019-08-29,4820000,전라남도 순천시
14,순천시,장천동 시청후문 중앙3길(중앙3길 16번지 남도맛죽→장천2길 썬헤어라인),,,7,300,1,N,34.95003105,127.4867611,34.97654572,127.4042148,,교통과,061-749-5930,2019-08-29,4820000,전라남도 순천시
12,천안시,봉서10길,,,5,146,1,y,36.813476,127.130642,36.813171,127.132202,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,천안천공원1길,,,4,194,1,n,36.798142,127.147687,36.796429,127.147805,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,천안천공원3길,,,5,107,1,n,36.796063,127.149595,36.797034,127.149189,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,천안천공원3길,,,5,255,1,y,36.798190,127.148035,36.798276,127.150696,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,천안천공원3길,,,4,222,1,y,36.798399,127.150454,36.798456,127.148016,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,용곡1길,,,4,137,1,n,36.794829,127.145905,36.795826,127.146710,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,용곡2길,,,3,236,1,y,36.792999,127.144198,36.791787,127.141940,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,용곡5길,,,3.5,222,1,n,36.791730,127.141856,36.790911,127.139544,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,용곡2길,,,4.8,35,1,y,36.791730,127.141856,36.791349,127.141667,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,일봉로,,,3,120,1,y,36.789656,127.136832,36.789773,127.136130,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,새말1길,,,3.5,155,1,y,36.790125,127.132573,36.788774,127.132530,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,용곡2길,,,3.5,44,1,y,36.788455,127.135776,36.788278,127.135447,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,천안천변길,,,4.5,193,1,y,36.786047,127.118626,36.785503,127.122858,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,새말3길,,,5,441,1,y,36.793520,127.131212,36.797618,127.130824,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,풍세로798,,,4,130,1,y,36.781081,127.142333,36.780131,127.142857,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,남부대로,,,3,131,1,y,36.781120,127.160228,36.781299,127.161610,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,먹거리1길,,,5,120,1,n,36.818010,127.153161,36.817108,127.153732,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,먹거리2길,,,3.5,96,1,n,36.817223,127.154125,36.818094,127.153825,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,먹거리3길,,,5.5,98,1,n,36.818161,127.155127,36.817220,127.155114,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,먹거리4길,,,5,216,1,n,36.816751,127.156429,36.818805,127.156453,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,먹거리5길,,,6,99,1,n,36.818135,127.157587,36.817212,127.157613,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,먹거리8길,,,4,434,1,n,36.817185,127.158161,36.816885,127.153250,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,먹거리9길,,,4,320,1,n,36.817535,127.154008,36.817519,127.157551,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,먹거리10길,,,5,328,1,n,36.817849,127.157549,36.817886,127.153879,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,먹거리11길,,,6,478,1,n,36.817874,127.152713,36.818146,127.158141,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,신부2길,,,6,86,1,n,36.817310,127.158870,36.818143,127.158872,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,신부12길,,,6,37,1,n,36.818143,127.158872,36.818145,127.158299,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,터미널6길,,,3.5,130,1,y,36.821012,127.159997,36.821900,127.159656,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,천안천6길,,,7,40,1,n,36.819334,127.151684,36.819104,127.151381,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,단대1로,,,7,210,1,y,36.825036,127.154510,36.826013,127.156025,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,단대1로,,,6,290,2,y,36.830931,127.163670,36.832671,127.166207,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,천호지길,,,3.5,132,1,n,36.837844,127.173836,36.836852,127.173011,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,성환12길,,,6,180,1,n,36.917467,127.128029,36.917554,127.130048,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,성환중앙로,,,6.5,454,1,n,36.918724,127.131681,36.915313,127.129182,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,성환3로,,,5,252,1,n,36.915169,127.132004,36.915313,127.129182,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,입장시장2길,,,4.5,705,1,y,36.914321,127.222265,36.914278,127.229994,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,하장4길,,,7,454,1,y,36.914309,127.222097,36.913220,127.217211,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,성정6길,,,3,145,1,y,36.815997,127.139807,36.814743,127.139873,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
15,김천시,평화중앙9길,,,5.5,80,1,N,36.122417,128.115324,36.121870,128.114977,,김천시청,054-420-6258,2019-09-16,5060000,경상북도 김천시
15,김천시,평화중앙7길,,,5.4,250,1,N,36.121870,128.114977,36.121104,128.116944,,김천시청,054-420-6258,2019-09-16,5060000,경상북도 김천시
15,김천시,노실고개11길,,,5.5,400,1,N,36.120816,128.118559,36.117505,128.116802,,김천시청,054-420-6258,2019-09-16,5060000,경상북도 김천시
15,김천시,김천로,,,5.5,80,1,N,36.125837,128.105961,36.125416,128.106950,,김천시청,054-420-6258,2019-09-16,5060000,경상북도 김천시
15,김천시,평화9길,,,6.6,250,1,N,36.126083,128.110101,36.124572,128.109470,,김천시청,054-420-6258,2019-09-16,5060000,경상북도 김천시
15,김천시,자산3길,,,3.8,280,1,N,36.120294,128.121395,36.121002,128.122597,,김천시청,054-420-6258,2019-09-16,5060000,경상북도 김천시
15,김천시,석천길,,,3.4,400,1,N,36.118000,128.122615,36.115983,128.124007,,김천시청,054-420-6258,2019-09-16,5060000,경상북도 김천시
15,김천시,중앙시장3길,,,7,220,1,N,36.119011,128.124744,36.118315,128.127035,,김천시청,054-420-6258,2019-09-16,5060000,경상북도 김천시
15,김천시,굴다리길,,,5,240,1,N,36.118454,128.124414,36.119565,128.121990,,김천시청,054-420-6258,2019-09-16,5060000,경상북도 김천시
15,김천시,구농고길,,,5,480,1,N,36.125794,128.106395,36.128152,128.101768,,김천시청,054-420-6258,2019-09-16,5060000,경상북도 김천시
15,김천시,지좌강변길,,,6,200,1,N,36.118582,128.131627,36.116897,128.131047,,김천시청,054-420-6258,2019-09-16,5060000,경상북도 김천시
15,김천시,황산3길,,,6,200,1,N,36.116673,128.131706,36.118582,128.131627,,김천시청,054-420-6258,2019-09-16,5060000,경상북도 김천시
15,김천시,구농고6길,,,5,50,1,N,36.127010,128.102508,36.127521,128.102988,,김천시청,054-420-6258,2019-09-16,5060000,경상북도 김천시
12,천안시,수선정길,,,6,207,1,n,36.803566,127.152657,36.803552,127.150350,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,버들1길,,,4.5,227,1,y,36.805616,127.153023,36.803584,127.153375,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
12,천안시,중앙로,,,4.5,48,1,n,36.804380,127.152646,36.804450,127.153177,,교통정책과,041-521-5886,2019-09-04,4490000,충청남도 천안시
