원천도형ID,읍면동코드,읍면동명,데이터기준일자,제공기관코드,제공기관명
97,11650110,염곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
53,11650103,우면동,2018-01-11,AAAAAAA,공공데이터활용지원센터
56,11650101,방배동,2018-01-11,AAAAAAA,공공데이터활용지원센터
99,26140106,서대신동3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
100,26140108,부용동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
102,26140102,동대신동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
103,26140101,동대신동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
401,11410101,충정로2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
402,11410104,미근동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1714,11410112,대현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2337,11410119,북가좌동,2018-01-11,AAAAAAA,공공데이터활용지원센터
56,11530110,온수동,2018-01-11,AAAAAAA,공공데이터활용지원센터
57,11530108,오류동,2018-01-11,AAAAAAA,공공데이터활용지원센터
22809,44210104,온석동,2018-01-11,AAAAAAA,공공데이터활용지원센터
58,11650102,양재동,2018-01-11,AAAAAAA,공공데이터활용지원센터
81,11650111,신원동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2306,11710109,장지동,2018-01-11,AAAAAAA,공공데이터활용지원센터
99,26110101,영주동,2018-01-11,AAAAAAA,공공데이터활용지원센터
100,26110102,대창동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
101,26110115,동광동5가,2018-01-11,AAAAAAA,공공데이터활용지원센터
103,26110121,보수동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
98,26110107,중앙동4가,2018-01-11,AAAAAAA,공공데이터활용지원센터
1377,11410117,연희동,2018-01-11,AAAAAAA,공공데이터활용지원센터
15137,48123115,창곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1069,11410120,남가좌동,2018-01-11,AAAAAAA,공공데이터활용지원센터
15138,48123123,신촌동,2018-01-11,AAAAAAA,공공데이터활용지원센터
6705,46110154,서산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
58,11530106,고척동,2018-01-11,AAAAAAA,공공데이터활용지원센터
385,11530102,구로동,2018-01-11,AAAAAAA,공공데이터활용지원센터
386,11530595,가리봉동,2018-01-11,AAAAAAA,공공데이터활용지원센터
65,11650109,내곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
377,11680115,수서동,2018-01-11,AAAAAAA,공공데이터활용지원센터
378,11680107,신사동,2018-01-11,AAAAAAA,공공데이터활용지원센터
379,11680103,개포동,2018-01-11,AAAAAAA,공공데이터활용지원센터
82,26140105,서대신동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
83,26140107,부용동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
84,26140111,부민동3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
85,26140116,아미동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
86,26140110,부민동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
87,26140109,부민동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
88,26140115,아미동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
89,26140114,토성동3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
90,26140113,토성동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
91,26140112,토성동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
726,11440104,도화동,2018-01-11,AAAAAAA,공공데이터활용지원센터
705,11440118,당인동,2018-01-11,AAAAAAA,공공데이터활용지원센터
708,11440121,동교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
709,11440107,마포동,2018-01-11,AAAAAAA,공공데이터활용지원센터
33,11545103,시흥동,2018-01-11,AAAAAAA,공공데이터활용지원센터
34,11545101,가산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
35,11545102,독산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1041,11680113,율현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
705,11680112,자곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
114,26140123,남부민동,2018-01-11,AAAAAAA,공공데이터활용지원센터
785,26140124,암남동,2018-01-11,AAAAAAA,공공데이터활용지원센터
33,26170103,좌천동,2018-01-11,AAAAAAA,공공데이터활용지원센터
131,11560128,양평동4가,2018-01-11,AAAAAAA,공공데이터활용지원센터
132,11560133,대림동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1042,11680700,세곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
369,11680110,압구정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
370,11680104,청담동,2018-01-11,AAAAAAA,공공데이터활용지원센터
371,11680105,삼성동,2018-01-11,AAAAAAA,공공데이터활용지원센터
372,11680108,논현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
373,11680106,대치동,2018-01-11,AAAAAAA,공공데이터활용지원센터
374,11680101,역삼동,2018-01-11,AAAAAAA,공공데이터활용지원센터
406,11290123,안암동3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
14466,44825360,이원면,2018-01-11,AAAAAAA,공공데이터활용지원센터
769,11290133,정릉동,2018-01-11,AAAAAAA,공공데이터활용지원센터
359,27200101,이천동,2018-01-11,AAAAAAA,공공데이터활용지원센터
33,11305101,미아동,2018-01-11,AAAAAAA,공공데이터활용지원센터
112,26110125,부평동3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
113,26110124,부평동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
114,26110123,부평동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
115,26110105,중앙동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
116,26110130,신창동4가,2018-01-11,AAAAAAA,공공데이터활용지원센터
117,26110113,동광동3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
49,11380108,역촌동,2018-01-11,AAAAAAA,공공데이터활용지원센터
50,11380107,응암동,2018-01-11,AAAAAAA,공공데이터활용지원센터
695,26260107,명륜동,2018-01-11,AAAAAAA,공공데이터활용지원센터
322,11470103,신월동,2018-01-11,AAAAAAA,공공데이터활용지원센터
323,11470101,신정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
66,11500600,가양동,2018-01-11,AAAAAAA,공공데이터활용지원센터
49,11500110,개화동,2018-01-11,AAAAAAA,공공데이터활용지원센터
530,11560118,도림동,2018-01-11,AAAAAAA,공공데이터활용지원센터
162,11560119,문래동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
49,11590104,본동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1025,11590102,상도동,2018-01-11,AAAAAAA,공공데이터활용지원센터
34,26170102,수정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
402,26170101,초량동,2018-01-11,AAAAAAA,공공데이터활용지원센터
689,26170104,범일동,2018-01-11,AAAAAAA,공공데이터활용지원센터
81,26200101,대교동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
52,11380106,대조동,2018-01-11,AAAAAAA,공공데이터활용지원센터
53,11380102,녹번동,2018-01-11,AAAAAAA,공공데이터활용지원센터
54,11380109,신사동,2018-01-11,AAAAAAA,공공데이터활용지원센터
55,11380101,수색동,2018-01-11,AAAAAAA,공공데이터활용지원센터
56,11380110,증산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
50,11500113,오쇠동,2018-01-11,AAAAAAA,공공데이터활용지원센터
51,11500111,과해동,2018-01-11,AAAAAAA,공공데이터활용지원센터
707,11500105,마곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
50,11590106,동작동,2018-01-11,AAAAAAA,공공데이터활용지원센터
51,11590107,사당동,2018-01-11,AAAAAAA,공공데이터활용지원센터
54,11590105,흑석동,2018-01-11,AAAAAAA,공공데이터활용지원센터
104,26110116,대청동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
128,26110132,창선동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
129,26110133,광복동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
130,26110138,남포동3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
131,26110137,남포동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
132,26110141,남포동6가,2018-01-11,AAAAAAA,공공데이터활용지원센터
133,26110140,남포동5가,2018-01-11,AAAAAAA,공공데이터활용지원센터
134,26110136,남포동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
135,26110120,보수동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
58,11380105,구산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
59,11380103,불광동,2018-01-11,AAAAAAA,공공데이터활용지원센터
385,11410118,홍은동,2018-01-11,AAAAAAA,공공데이터활용지원센터
53,11500101,염창동,2018-01-11,AAAAAAA,공공데이터활용지원센터
54,11500112,오곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
56,11500103,화곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
56,11590108,대방동,2018-01-11,AAAAAAA,공공데이터활용지원센터
55,11590109,신대방동,2018-01-11,AAAAAAA,공공데이터활용지원센터
92,26140119,초장동,2018-01-11,AAAAAAA,공공데이터활용지원센터
93,26140118,토성동5가,2018-01-11,AAAAAAA,공공데이터활용지원센터
94,26140117,토성동4가,2018-01-11,AAAAAAA,공공데이터활용지원센터
95,26140120,충무동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
96,26140121,충무동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
97,26140122,충무동3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
98,26140104,서대신동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
388,11410115,봉원동,2018-01-11,AAAAAAA,공공데이터활용지원센터
390,11410114,신촌동,2018-01-11,AAAAAAA,공공데이터활용지원센터
391,11410102,충정로3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
386,11410108,영천동,2018-01-11,AAAAAAA,공공데이터활용지원센터
57,11500108,공항동,2018-01-11,AAAAAAA,공공데이터활용지원센터
386,11500102,등촌동,2018-01-11,AAAAAAA,공공데이터활용지원센터
708,11500109,방화동,2018-01-11,AAAAAAA,공공데이터활용지원센터
705,11590101,노량진동,2018-01-11,AAAAAAA,공공데이터활용지원센터
385,11590103,상도1동,2018-01-11,AAAAAAA,공공데이터활용지원센터
34,11620102,신림동,2018-01-11,AAAAAAA,공공데이터활용지원센터
118,26110129,신창동3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
119,26110128,신창동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
120,26110127,신창동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
121,26110134,광복동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
122,26110135,광복동3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
123,26110109,중앙동6가,2018-01-11,AAAAAAA,공공데이터활용지원센터
124,26110104,중앙동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
125,26110112,동광동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
126,26110111,동광동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
127,26110131,창선동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
97,26110103,대창동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
392,11410113,대신동,2018-01-11,AAAAAAA,공공데이터활용지원센터
394,11410111,홍제동,2018-01-11,AAAAAAA,공공데이터활용지원센터
395,11410106,천연동,2018-01-11,AAAAAAA,공공데이터활용지원센터
396,11410109,현저동,2018-01-11,AAAAAAA,공공데이터활용지원센터
58,11500106,내발산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
59,11500107,외발산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
49,11530101,신도림동,2018-01-11,AAAAAAA,공공데이터활용지원센터
35,11620103,남현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
49,11620101,봉천동,2018-01-11,AAAAAAA,공공데이터활용지원센터
298,46110149,유동,2018-01-11,AAAAAAA,공공데이터활용지원센터
260,46110118,동명동,2018-01-11,AAAAAAA,공공데이터활용지원센터
263,46110121,광동3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
264,46110108,호남동,2018-01-11,AAAAAAA,공공데이터활용지원센터
265,46110115,상락동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
401,46130135,선원동,2018-01-11,AAAAAAA,공공데이터활용지원센터
403,46130127,경호동,2018-01-11,AAAAAAA,공공데이터활용지원센터
435,46130110,충무동,2018-01-11,AAAAAAA,공공데이터활용지원센터
421,46130107,중앙동,2018-01-11,AAAAAAA,공공데이터활용지원센터
6854,46130116,남산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
5544,45180101,수성동,2018-01-11,AAAAAAA,공공데이터활용지원센터
4932,45180350,영원면,2018-01-11,AAAAAAA,공공데이터활용지원센터
5572,45180122,구룡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
97,45180119,내장동,2018-01-11,AAAAAAA,공공데이터활용지원센터
99,45180108,상평동,2018-01-11,AAAAAAA,공공데이터활용지원센터
116,45210102,신풍동,2018-01-11,AAAAAAA,공공데이터활용지원센터
117,45210430,봉남면,2018-01-11,AAAAAAA,공공데이터활용지원센터
118,45210450,금산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
119,45210420,금구면,2018-01-11,AAAAAAA,공공데이터활용지원센터
120,45210117,난봉동,2018-01-11,AAAAAAA,공공데이터활용지원센터
6066,46110756,상동,2018-01-11,AAAAAAA,공공데이터활용지원센터
268,46110116,상락동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
274,46110112,죽동,2018-01-11,AAAAAAA,공공데이터활용지원센터
3188,46110102,산정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
5745,45113130,여의동,2018-01-11,AAAAAAA,공공데이터활용지원센터
388,46130136,여천동,2018-01-11,AAAAAAA,공공데이터활용지원센터
389,46130132,시전동,2018-01-11,AAAAAAA,공공데이터활용지원센터
418,46130123,둔덕동,2018-01-11,AAAAAAA,공공데이터활용지원센터
100,45180109,과교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
102,45180103,상동,2018-01-11,AAAAAAA,공공데이터활용지원센터
121,45210104,검산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
122,45210112,하동,2018-01-11,AAAAAAA,공공데이터활용지원센터
123,45210250,만경읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
124,45210360,부량면,2018-01-11,AAAAAAA,공공데이터활용지원센터
126,45210330,백산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
128,45210350,백구면,2018-01-11,AAAAAAA,공공데이터활용지원센터
129,45210380,공덕면,2018-01-11,AAAAAAA,공공데이터활용지원센터
133,45210120,입석동,2018-01-11,AAAAAAA,공공데이터활용지원센터
299,46110101,용당동,2018-01-11,AAAAAAA,공공데이터활용지원센터
305,46110104,대성동,2018-01-11,AAAAAAA,공공데이터활용지원센터
404,46130128,학동,2018-01-11,AAAAAAA,공공데이터활용지원센터
405,46130108,교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
406,46130101,종화동,2018-01-11,AAAAAAA,공공데이터활용지원센터
110,45180126,망제동,2018-01-11,AAAAAAA,공공데이터활용지원센터
112,45180110,삼산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
127,45210105,순동,2018-01-11,AAAAAAA,공공데이터활용지원센터
130,45210113,흥사동,2018-01-11,AAAAAAA,공공데이터활용지원센터
5105,46110163,대양동,2018-01-11,AAAAAAA,공공데이터활용지원센터
5745,46110745,용해동,2018-01-11,AAAAAAA,공공데이터활용지원센터
6065,46110160,석현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
209,45140120,신용동,2018-01-11,AAAAAAA,공공데이터활용지원센터
210,45140111,동산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1705,41670320,흥천면,2018-01-11,AAAAAAA,공공데이터활용지원센터
208,45140430,삼기면,2018-01-11,AAAAAAA,공공데이터활용지원센터
113,45180125,공평동,2018-01-11,AAAAAAA,공공데이터활용지원센터
114,45180340,고부면,2018-01-11,AAAAAAA,공공데이터활용지원센터
103,45180111,진산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
131,45210119,복죽동,2018-01-11,AAAAAAA,공공데이터활용지원센터
132,45210122,신덕동,2018-01-11,AAAAAAA,공공데이터활용지원센터
135,45210123,월봉동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1266,46110103,연산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
5425,46110161,달동,2018-01-11,AAAAAAA,공공데이터활용지원센터
251,46110156,온금동,2018-01-11,AAAAAAA,공공데이터활용지원센터
211,45140106,평화동,2018-01-11,AAAAAAA,공공데이터활용지원센터
213,45140126,석탄동,2018-01-11,AAAAAAA,공공데이터활용지원센터
104,45180105,연지동,2018-01-11,AAAAAAA,공공데이터활용지원센터
105,45180115,용산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
136,45210121,장화동,2018-01-11,AAAAAAA,공공데이터활용지원센터
138,45210101,요촌동,2018-01-11,AAAAAAA,공공데이터활용지원센터
269,46110164,옥암동,2018-01-11,AAAAAAA,공공데이터활용지원센터
272,46110105,양동,2018-01-11,AAAAAAA,공공데이터활용지원센터
37,11350103,공릉동,2018-01-11,AAAAAAA,공공데이터활용지원센터
321,11470102,목동,2018-01-11,AAAAAAA,공공데이터활용지원센터
154,11560129,양평동5가,2018-01-11,AAAAAAA,공공데이터활용지원센터
155,11560116,당산동6가,2018-01-11,AAAAAAA,공공데이터활용지원센터
156,11560115,당산동5가,2018-01-11,AAAAAAA,공공데이터활용지원센터
157,11560112,당산동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
158,11560111,당산동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
159,11560113,당산동3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
356,11740103,상일동,2018-01-11,AAAAAAA,공공데이터활용지원센터
105,26110122,보수동3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
106,26110117,대청동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
107,26110106,중앙동3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
108,26110114,동광동4가,2018-01-11,AAAAAAA,공공데이터활용지원센터
109,26110108,중앙동5가,2018-01-11,AAAAAAA,공공데이터활용지원센터
111,26110126,부평동4가,2018-01-11,AAAAAAA,공공데이터활용지원센터
347,45750380,관촌면,2018-01-11,AAAAAAA,공공데이터활용지원센터
348,45750250,임실읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
440,46130143,평여동,2018-01-11,AAAAAAA,공공데이터활용지원센터
432,46130103,공화동,2018-01-11,AAAAAAA,공공데이터활용지원센터
433,46130109,군자동,2018-01-11,AAAAAAA,공공데이터활용지원센터
434,46130105,고소동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1383,45180117,부전동,2018-01-11,AAAAAAA,공공데이터활용지원센터
5874,45180390,태인면,2018-01-11,AAAAAAA,공공데이터활용지원센터
5915,45180106,농소동,2018-01-11,AAAAAAA,공공데이터활용지원센터
5026,45180410,옹동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
2052,45180430,산내면,2018-01-11,AAAAAAA,공공데이터활용지원센터
4961,45180250,신태인읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
4980,45180360,덕천면,2018-01-11,AAAAAAA,공공데이터활용지원센터
124,45180330,소성면,2018-01-11,AAAAAAA,공공데이터활용지원센터
5923,45180310,북면,2018-01-11,AAAAAAA,공공데이터활용지원센터
127,45180104,시기동,2018-01-11,AAAAAAA,공공데이터활용지원센터
678,45190115,산곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
669,45190110,화정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
679,45190111,향교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
339,45750410,지사면,2018-01-11,AAAAAAA,공공데이터활용지원센터
353,45770360,쌍치면,2018-01-11,AAAAAAA,공공데이터활용지원센터
354,45770320,동계면,2018-01-11,AAAAAAA,공공데이터활용지원센터
355,45770370,복흥면,2018-01-11,AAAAAAA,공공데이터활용지원센터
356,45770340,금과면,2018-01-11,AAAAAAA,공공데이터활용지원센터
357,45770330,풍산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
358,45770400,구림면,2018-01-11,AAAAAAA,공공데이터활용지원센터
359,45770350,팔덕면,2018-01-11,AAAAAAA,공공데이터활용지원센터
360,45770250,순창읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
361,45770380,적성면,2018-01-11,AAAAAAA,공공데이터활용지원센터
362,45770310,인계면,2018-01-11,AAAAAAA,공공데이터활용지원센터
363,45770390,유등면,2018-01-11,AAAAAAA,공공데이터활용지원센터
674,45790350,상하면,2018-01-11,AAAAAAA,공공데이터활용지원센터
353,45790400,흥덕면,2018-01-11,AAAAAAA,공공데이터활용지원센터
354,45790420,신림면,2018-01-11,AAAAAAA,공공데이터활용지원센터
337,45790370,성송면,2018-01-11,AAAAAAA,공공데이터활용지원센터
338,45790410,성내면,2018-01-11,AAAAAAA,공공데이터활용지원센터
339,45790340,공음면,2018-01-11,AAAAAAA,공공데이터활용지원센터
341,45790380,대산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
342,45790430,부안면,2018-01-11,AAAAAAA,공공데이터활용지원센터
343,45790250,고창읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
347,45790360,해리면,2018-01-11,AAAAAAA,공공데이터활용지원센터
348,45790320,아산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
386,46130149,신덕동,2018-01-11,AAAAAAA,공공데이터활용지원센터
3699,42170107,동회동,2018-01-11,AAAAAAA,공공데이터활용지원센터
129,45180118,쌍암동,2018-01-11,AAAAAAA,공공데이터활용지원센터
5924,45180380,정우면,2018-01-11,AAAAAAA,공공데이터활용지원센터
5877,45180420,칠보면,2018-01-11,AAAAAAA,공공데이터활용지원센터
4978,45180370,이평면,2018-01-11,AAAAAAA,공공데이터활용지원센터
4596,45180400,감곡면,2018-01-11,AAAAAAA,공공데이터활용지원센터
5042,45180440,산외면,2018-01-11,AAAAAAA,공공데이터활용지원센터
673,45190112,용정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
674,45190460,산내면,2018-01-11,AAAAAAA,공공데이터활용지원센터
349,45790390,심원면,2018-01-11,AAAAAAA,공공데이터활용지원센터
350,45790310,고수면,2018-01-11,AAAAAAA,공공데이터활용지원센터
641,45800370,진서면,2018-01-11,AAAAAAA,공공데이터활용지원센터
642,45800330,행안면,2018-01-11,AAAAAAA,공공데이터활용지원센터
643,45800380,백산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
645,45800340,계화면,2018-01-11,AAAAAAA,공공데이터활용지원센터
646,45800400,하서면,2018-01-11,AAAAAAA,공공데이터활용지원센터
648,45800310,주산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
649,45800390,상서면,2018-01-11,AAAAAAA,공공데이터활용지원센터
650,45800320,동진면,2018-01-11,AAAAAAA,공공데이터활용지원센터
651,45800250,부안읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
652,45800350,보안면,2018-01-11,AAAAAAA,공공데이터활용지원센터
653,45800410,줄포면,2018-01-11,AAAAAAA,공공데이터활용지원센터
993,45800360,변산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
241,46110143,해안동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
242,46110135,대의동3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
243,46110119,광동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
244,46110129,보광동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
428,46130140,해산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
429,46130145,적량동,2018-01-11,AAAAAAA,공공데이터활용지원센터
430,46130104,관문동,2018-01-11,AAAAAAA,공공데이터활용지원센터
5910,45180121,하북동,2018-01-11,AAAAAAA,공공데이터활용지원센터
5919,45180120,영파동,2018-01-11,AAAAAAA,공공데이터활용지원센터
113,45210118,오정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
114,45210320,죽산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
115,45210440,황산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
112,45210109,교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
245,46110126,축복동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
246,46110124,행복동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
247,46110140,수강동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
248,46110144,해안동3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
249,46110145,해안동4가,2018-01-11,AAAAAAA,공공데이터활용지원센터
250,46110155,금화동,2018-01-11,AAAAAAA,공공데이터활용지원센터
297,46110151,금동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
672,45190122,어현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
104,45210127,제월동,2018-01-11,AAAAAAA,공공데이터활용지원센터
106,45210400,성덕면,2018-01-11,AAAAAAA,공공데이터활용지원센터
107,45210130,양전동,2018-01-11,AAAAAAA,공공데이터활용지원센터
411,46130144,중흥동,2018-01-11,AAAAAAA,공공데이터활용지원센터
413,46130129,학용동,2018-01-11,AAAAAAA,공공데이터활용지원센터
9425,46130250,돌산읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
431,46130106,동산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
563,45140118,만석동,2018-01-11,AAAAAAA,공공데이터활용지원센터
564,45140119,현영동,2018-01-11,AAAAAAA,공공데이터활용지원센터
118,45180320,입암면,2018-01-11,AAAAAAA,공공데이터활용지원센터
119,45180127,신정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
131,45180102,장명동,2018-01-11,AAAAAAA,공공데이터활용지원센터
641,45190108,왕정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
642,45190114,내척동,2018-01-11,AAAAAAA,공공데이터활용지원센터
643,45190106,금동,2018-01-11,AAAAAAA,공공데이터활용지원센터
108,45210124,신월동,2018-01-11,AAAAAAA,공공데이터활용지원센터
109,45210106,백학동,2018-01-11,AAAAAAA,공공데이터활용지원센터
110,45210390,청하면,2018-01-11,AAAAAAA,공공데이터활용지원센터
395,46130139,봉계동,2018-01-11,AAAAAAA,공공데이터활용지원센터
398,46130151,호명동,2018-01-11,AAAAAAA,공공데이터활용지원센터
400,46130150,상암동,2018-01-11,AAAAAAA,공공데이터활용지원센터
134,45180114,신월동,2018-01-11,AAAAAAA,공공데이터활용지원센터
135,45180116,교암동,2018-01-11,AAAAAAA,공공데이터활용지원센터
647,45190350,금지면,2018-01-11,AAAAAAA,공공데이터활용지원센터
652,45190340,주생면,2018-01-11,AAAAAAA,공공데이터활용지원센터
667,45190104,쌍교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
644,45190250,운봉읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
645,45190370,대산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
646,45190103,죽항동,2018-01-11,AAAAAAA,공공데이터활용지원센터
105,45210128,도장동,2018-01-11,AAAAAAA,공공데이터활용지원센터
111,45210460,광활면,2018-01-11,AAAAAAA,공공데이터활용지원센터
103,45210126,명덕동,2018-01-11,AAAAAAA,공공데이터활용지원센터
33,45710410,경천면,2018-01-11,AAAAAAA,공공데이터활용지원센터
34,45710400,동상면,2018-01-11,AAAAAAA,공공데이터활용지원센터
35,45710340,소양면,2018-01-11,AAAAAAA,공공데이터활용지원센터
419,46130124,오천동,2018-01-11,AAAAAAA,공공데이터활용지원센터
399,46130133,신기동,2018-01-11,AAAAAAA,공공데이터활용지원센터
426,46130112,광무동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1377,45180112,금붕동,2018-01-11,AAAAAAA,공공데이터활용지원센터
418,45180113,송산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
