육교명,도로종류,도로노선번호,도로노선명,소재지도로명주소,위도,경도,육교연장,육교높이,허용통행하중,통행제한높이,육교폭,난간높이,조명개수,장애인편의시설설치여부,장애인편의시설종류,장애인편의시설수량,부대시설종류,부대시설수량,육교준공일자,내진설계적용여부,안전등급,사용제한구분,육교보수보강내역,최종안전점검유형,최종안전점검일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
가마육교,일반국도,17,청남로,충청북도 청주시 서원구 남이면 청남로 1804-9,37.0496045,126.6313274,133.2,4.9,,4.5,21,,,N,N,,,,,Y,양호,제한없음,,정기점검,2019-05-31,서원구청,2020-07-17,5710000,충청북도 청주시
충북고앞육교,일반국도,17,청남로,충청북도 청주시 서원구 청남로 1960,36.608376,127.4817602,30,4.6,,4.5,3.4,,,N,N,,,,, ,양호,제한없음,,정기점검,2019-05-31,서원구청,2020-07-17,5710000,충청북도 청주시
사직초교육교,지방도,594,남사로,충청북도 청주시 서원구 모충로145번길,36.6308235,127.4777934,13.3,3.9,,3.9,2.3,,,N,N,,,,, ,보통,제한없음,,정기점검,2019-05-31,서원구청,2020-07-17,5710000,충청북도 청주시
성화보도육교,시도,1058,구룡산로,충청북도 청주시 서원구 구룡산로 24,36.6148013,127.4487713,32,,,4.8,4,,,Y,경사로,,,,, ,양호,제한없음,,정기점검,2019-05-31,서원구청,2020-07-17,5710000,충청북도 청주시
홈플러스앞육교,지방도,594,서부로,충청북도 청주시 흥덕구 서부로 1291,36.614725,127.442641,48,,,5,4.75,,,Y,경사로,,,,, ,양호,제한없음,,정기점검,2019-05-31,서원구청,2020-07-17,5710000,충청북도 청주시
부첫대육교,기타,202,문동길,충청북도 청주시 서원구 남이면 척산화당로 198,36.556463,127.463523,45,11.4,,5,,,,N,N,,,,, ,양호,제한없음,,정기점검,2019-05-31,서원구청,2020-07-17,5710000,충청북도 청주시
점봉육교,일반국도,37호선,국도 37호선,경기도 여주시 세종로 251,37.275701,127.637752,29.8,4.5,,4.5,3.3,2,0,N,없음,,,,1996-01-01,Y,양호,제한없음,,정기점검,2018-12-17,여주시,2020-07-17,5700000,경기도 여주시
교리육교,일반국도,37호선,국도 37호선,경기도 여주시 산 36,37.267992,127.637736,29.8,4.5,,4.5,3.3,2,0,Y,경사로,2,,,1999-01-01,Y,양호,제한없음,,정기점검,2018-12-17,여주시,2020-07-17,5700000,경기도 여주시
교리2육교,일반국도,37호선,국도 37호선,경기도 여주시 점봉동 345-3,37.258077,127.645893,35,4.5,,4.5,3,2,0,Y,경사로,2,,,2006-01-01,Y,양호,제한없음,계단보수,정기점검,2018-12-17,여주시,2020-07-17,5700000,경기도 여주시
동미교,지방도,88호선,국지도 88,경기도 여주시 대신면 여양로 1464,37.375674,127.590802,7,4.5,,4.5,3.5,2,0,N,없음,,,,1982-01-01,N,양호,제한없음,,정기점검,2018-12-17,여주시,2020-07-17,5700000,경기도 여주시
연라육교,지방도,333호선,지방도 333,경기도 여주시 월송동 336-5,37.277511,127.612584,29.6,4.5,,4.5,4,2,0,N,없음,,,,2012-01-01,Y,양호,제한없음,,정기점검,2018-12-17,경기관광고등학교,2020-07-17,5700000,경기도 여주시
시해보도육교,일반국도,3호선,국도 3호선,경기도 여주시 가남읍 태평리 280,37.210793,127.541919,41.3,4.5,,4.5,5.1,2,,Y,엘리베이터,2,,,2009-01-01,Y,양호,제한없음,,정기점검,2018-12-17,국토교통부,2020-07-17,5700000,경기도 여주시
육교,기타,819호선,지방도,전라남도 영암군 삼호읍 녹색로,34.754523,126.474744,32,5,,5,3.7,1,0,N,없음,0,없음,0,, ,양호,제한없음,,정기점검,2017-01-02,전라남도 영암군청,2020-07-13,4940000,전라남도 영암군
명석보도육교,시도,대로3-17,우암로,대전광역시 동구 우암로381번길 3,36.352574,127.453488,22,4.8,,4.8,4,,,N,없음,,,,1996-12-30, ,보통,제한없음,,정기점검,2019-04-03,대전광역시 동구청,2020-07-14,3640000,대전광역시 동구
남문시장 앞 육교,시도,1-2호선,대로,진시장로24,35.1360351,129.0594832,31,4.5,,4.5,2.5,,,N,없음,,,,1970-09-06, ,양호,제한없음,,정기점검,2020-06-26,부산광역시 동구청,2020-07-14,3270000,부산광역시 동구
부산진시장 앞 육교,시도,1-2호선,대로,진시장로24,35.1370426,129.0593482,75,4.7,,4.5,2,,,Y,승강기,,,,2009-03-31, ,양호,제한없음,,정기점검,2020-06-26,부산광역시 동구청,2020-07-14,3270000,부산광역시 동구
두산위브포세이돈 앞 육교,시도,3-4호선,대로,자성로116번길2,35.1364183,129.0629226,38.5,5,,5,3,,,N,없음,,,,2007-02-28, ,양호,제한없음,,정기점검,2020-06-26,부산광역시 동구청,2020-07-14,3270000,부산광역시 동구
좌천구름다리,기타,철도,이면도로,성남이로59번길19-2,35.133138,129.055163,30,8.5,,8.5,3,,,Y,승강기,,,,1970-01-01, ,양호,제한없음,,정기점검,2020-06-26,부산광역시 동구청,2020-07-14,3270000,부산광역시 동구
부산진 과선인도교,기타,철도,이면도로,범일로65번길34,35.136112,129.057281,37,6.5,,6.5,3.5,,,N,없음,,,,1976-01-01, ,양호,제한없음,,정기점검,2020-06-26,부산광역시 동구청,2020-07-14,3270000,부산광역시 동구
범곡교차로 옆 육교,기타,철도,이면도로,범일로125번길67,35.142064,129.057292,30,5.7,,5.7,2.8,,,N,없음,,,,1970-01-01, ,양호,제한없음,,정기점검,2020-06-26,부산광역시 동구청,2020-07-14,3270000,부산광역시 동구
승삼네거리육교,시도,대(주)1-5,원화로,경상북도 경주시 승삼2길 8,35.87643035,129.2282919,33,5,,5,2.8,,,N,없음,,,,1998-01-01,N,양호,제한없음,,정기점검,2019-06-30,경상북도 경주시청,2020-07-15,5050000,경상북도 경주시
근화여고육교,시도,대(주)1-5,원화로,경상북도 경주시 승삼2길 55,35.87190521,129.2272308,30,5,,5,3.5,,,N,없음,,,,1995-01-01,N,양호,제한없음,,정기점검,2019-06-30,경상북도 경주시청,2020-07-15,5050000,경상북도 경주시
괘능보도육교,시도,대(주)1-1,산업로,경상북도 경주시 외동읍 산업로 2847,35.764079,129.312313,25.1,5,,5,2.3,,,N,없음,,,,1996-12-29,N,양호,제한없음,,정기점검,2019-06-30,경상북도 경주시청,2020-07-15,5050000,경상북도 경주시
죽동보도육교,시도,대(주)1-1,산업로,경상북도 경주시 외동읍 산업로 2535-3,35.7367947,129.3185919,23.1,5,,5,2.3,,,N,없음,,,,1996-12-29,N,양호,제한없음,,정기점검,2019-06-30,경상북도 경주시청,2020-07-15,5050000,경상북도 경주시
입실보도육교,시도,대(주)1-1,산업로,경상북도 경주시 외동읍 산업로 2258,35.71263057,129.320185,23.1,5,,5,2.3,,,N,없음,,,,1996-12-29,N,양호,제한없음,,정기점검,2019-06-30,경상북도 경주시청,2020-07-15,5050000,경상북도 경주시
문현교차로육교,시도,-,전포대로,부산광역시 남구 전포대로 10,35.137537662,129.068264019,83,4.5,,5,,,,Y,경사로,,,,1999-09-01, ,양호,제한없음,,정기점검,2017-01-03,부산광역시 남구청,2020-06-25,3310000,부산광역시 남구
대천중학교앞,시도,-,신선로,부산광역시 남구 신선로 491,35.127901575,129.102706810,33,4.8,,5,,,,N,없음,,,,1995-01-01, ,양호,제한없음,,정기점검,2017-02-15,부산광역시 남구청,2020-06-25,3310000,부산광역시 남구
동항초 앞,시도,-,우암로,부산광역시 남구 우암로 42,35.11457304,129.081592414,22.7,5,,5,,,,N,없음,,,,1991-01-01, ,양호,제한없음,,정기점검,2017-02-15,부산광역시 남구청,2020-06-25,3310000,부산광역시 남구
오륙도길,구도,-,오륙도로,부산광역시 남구 오륙도로 85,35.101273056,129.117801592,30.5,5,,5,,,,Y,엘리베이터,,,,2008-12-01, ,양호,제한없음,,정기점검,2017-02-15,부산광역시 남구청,2020-06-25,3310000,부산광역시 남구
신선대지하차도앞,시도,-,신선로,부산광역시 남구 신선로 466,35.126294379,129.101069538,32.75,5,,5,,,,Y,엘리베이터,,,,2016-01-01, ,양호,제한없음,,정기점검,2017-02-15,부산광역시 남구청,2020-06-25,3310000,부산광역시 남구
보행1육교,시도,5001번,정관로,부산광역시 기장군 정관읍 정관로 423,35.331556,129.166948,26.5,5,,4.5,6,,,Y,경사로+승강기,,,,, ,양호,제한없음,,정기점검,2019-12-30,부산광역시 기장군,2020-07-08,3400000,부산광역시 기장군
보행2육교,시도,5001번,정관로,부산광역시 기장군 정관읍 정관로 531,35.323832,129.171849,33,5,,4.5,6,,,Y,경사로+승강기,,,,, ,양호,제한없음,,정기점검,2019-12-30,부산광역시 기장군,2020-07-08,3400000,부산광역시 기장군
보행3육교,시도,5001번,정관로,부산광역시 기장군 정관읍 정관로 569,35.321307,129.176269,33.1,5,,4.5,6,,,Y,경사로+승강기,,,,, ,양호,제한없음,,정기점검,2019-12-30,부산광역시 기장군,2020-07-08,3400000,부산광역시 기장군
보행4육교,시도,5001번,정관로,부산광역시 기장군 정관읍 정관로 601,35.320036,129.179776,33.1,5,,4.5,6,,,Y,경사로+승강기,,,,, ,양호,제한없음,,정기점검,2019-12-30,부산광역시 기장군,2020-07-08,3400000,부산광역시 기장군
보행5육교,시도,81번,정관중앙로,부산광역시 기장군 정관읍 가동3로 30,35.327723,129.1815276,33,5,,4.5,6,,,Y,경사로,,,,, ,양호,제한없음,,정기점검,2019-12-30,부산광역시 기장군,2020-07-08,3400000,부산광역시 기장군
보행6육교,시도,81번,정관중앙로,부산광역시 기장군 정관읍 구연3로 27,35.322511,129.179701,33,5,,4.5,6,,,Y,경사로,,,,, ,양호,제한없음,,정기점검,2019-12-30,부산광역시 기장군,2020-07-08,3400000,부산광역시 기장군
보행7육교,시도,81번,정관중앙로,부산광역시 기장군 정관읍 정관7로 34,35.321518,129.178981,38.1,5,,4.5,6,,,Y,경사로+승강기,,,,, ,양호,제한없음,,정기점검,2019-12-30,부산광역시 기장군,2020-07-08,3400000,부산광역시 기장군
연화육교,시도,2303번,청연로,부산광역시 기장군 기장읍 기장대로 228-3,35.217369,129.211688,30,7.9,,4.5,10,,,N,없음,,,,, ,양호,제한없음,,정기점검,2019-12-30,부산광역시 기장군,2020-07-08,3400000,부산광역시 기장군
청강육교,시도,23번,기장대로,부산광역시 기장군 기장읍 기장대로 436,35.234576,129.2172632,30,7.9,,4.5,10,,,N,없음,,,,, ,양호,제한없음,,정기점검,2019-12-30,부산광역시 기장군,2020-07-08,3400000,부산광역시 기장군
남산육교,시도,2번,남산로,전라남도 순천시 남산로 59 (풍덕동),34.9397335107,127.4950159204,16.3,,,4.3,,,,N,N,,,,1993-01-01,N,보통,제한없음,,정기점검,2019-12-05,순천시청 도로과,2020-02-12,4820000,전라남도 순천시
내리육교,시도,23번,기장대로,부산광역시 기장군 기장읍 기장대로 82-8,35.20405301,129.2071717,43.2,6,,4.5,5.4,,,Y,경사로,,,,, ,양호,제한없음,,정기점검,2017-11-14,부산광역시 기장군,2020-07-08,3400000,부산광역시 기장군
대라철도육교,시도,23번,기장대로,부산광역시 기장군 기장읍 대청로 71번길,35.2377774,129.217104,20,4.5,,4.5,,,,N,없음,,,,, ,양호,제한없음,,정기점검,2019-12-30,부산광역시 기장군,2020-07-08,3400000,부산광역시 기장군
동인육교,시도,50,국채보상로,대구광역시 중구 국채보상로 725,35.868589,128.6098924648,25.9,5.5,,4.5,3.3,,,N,N,0,N,,,N,양호,제한없음,2018년 보수공사,정기점검,2020-06-23,대구광역시 중구청,2020-07-09,3410000,대구광역시 중구
동산육교,시도,57,달성로,대구광역시 중구 큰장로26길 25,35.868951,128.582297,27.9,5.5,,4.5,3.6,,,N,N,0,N,,,N,양호,제한없음,2011년 확장공사,정기점검,2020-06-23,대구광역시 중구청,2020-07-09,3410000,대구광역시 중구
남장보도육교,기타,3-8,기타,충청남도 홍성군 홍성읍 남장리 345-19,36.580489,126.653133,25,,,4.8,2,1.2,0,N,x,0,,,2001-01-01,N,양호,제한없음,,정기점검,2020-05-22,홍성군수,2020-07-08,4600000,충청남도 홍성군
숭의리라초교,시도,00번,소파로,"서울특별시 중구 소파로2길 7, 앞",37.5578209609,126.987214,26.2,,,4.8,3.4,,,N,없음,,,,, ,보통,제한없음,,정기점검,2019-09-10,중구청도로시설과,2020-01-01,3010000,서울특별시 중구
충무초교앞,시도,00번,동호로,"서울특별시 중구 퇴계로50길 13, 앞",37.5619481324,127.002642,28.7,,,4.2,4,,,N,없음,,,,, ,보통,제한없음,,정기점검,2019-09-10,중구청도로시설과,2020-01-01,3010000,서울특별시 중구
서천초육교,군도,서천중2-1호,서천중2-1호,충청남도 서천군 서천읍 서천로 105,36.0776631308,126.6879678660,15,4.45,5,4.4,2,1.5,4,N,없음,0,없음,0,2013-11-30,N,양호,제한없음,도색작업,정기점검,2015-04-09,서천군,2020-07-10,4580000,충청남도 서천군
상계역육교,기타,불명,상계로,서울특별시 노원구 한글비석로 396,37.660479,127.072912,18.6,4.5,,4.5,4,,,N,없음,,,,,N,보통,제한없음,,정기점검,2019-03-19,노원구청 토목과,2020-07-14,3100000,서울특별시 노원구
상징탑육교,기타,불명,동일로,서울특별시 노원구 동일로 1229,37.639896,127.066421,70.2,4.5,,4.5,5,,,Y,경사로,,,,,N,보통,제한없음,,정기점검,2019-03-19,노원구청 토목과,2020-07-14,3100000,서울특별시 노원구
광운대역육교,기타,불명,없음,서울특별시 노원구 마들로1길 44,37.623268,127.062933,200,4.5,,4.5,4.5,,,Y,엘리베이터,,,,,N,보통,제한없음,,정기점검,2019-03-19,노원구청 토목과,2020-07-14,3100000,서울특별시 노원구
삼육육교,기타,불명,화랑로,서울특별시 노원구 화랑로 815,37.638309,127.108037,44,4.5,,4.5,4,,,Y,엘리베이터,,,,,N,보통,제한없음,,정기점검,2019-03-19,노원구청 토목과,2020-07-14,3100000,서울특별시 노원구
백운육교,기타,불명,동일로,서울특별시 노원구 누원로 18,37.6541904,127.055323,166.6,4.5,,4.5,4,,,Y,경사로,,,,,N,양호,제한없음,,정기점검,2019-03-19,노원구청 토목과,2020-07-14,3100000,서울특별시 노원구
수락육교,기타,불명,동일로,서울특별시 노원구 동일로 1794,37.686056,127.055463,110,4.5,,4.5,3.4,,,Y,경사로,,,,,N,양호,제한없음,,정기점검,2019-03-19,노원구청 토목과,2020-07-14,3100000,서울특별시 노원구
상일보도육교,기타,불명,없음,서울특별시 노원구 동일로237길 92,37.673702,127.050074,28,4.5,,4.5,4,,,Y,엘리베이터,,,,,N,양호,제한없음,,정기점검,2019-03-19,노원구청 토목과,2020-07-14,3100000,서울특별시 노원구
나운육교,시도,-,대학로,전라북도 군산시 대학로 257,35.969755,126.698143,21.6,5.5,,5,4,,,N,없음,0,없음,0,1992-04-30,N,양호,제한없음,도장,정기점검,2019-04-01,군산시청,2020-03-13,4670000,전라북도 군산시
동신육교,시도,-,공단대로,전라북도 군산시 축동로 4,35.959582,126.7108828,30,5.1,,4.8,4,,,N,없음,0,없음,0,1998-05-30,N,양호,제한없음,도장,정기점검,2019-04-01,군산시청,2020-03-13,4670000,전라북도 군산시
미룡초교육교,시도,-,대학로,전라북도 군산시 대학로 507,35.950055,126.685785,50.5,5,,4.5,4,,,Y,경사로,1,없음,0,2002-07-30,N,양호,제한없음,,정기점검,2019-04-01,군산시청,2020-03-13,4670000,전라북도 군산시
미성육교,시도,-,대학로,전라북도 군산시 대학로 143,35.978367,126.705275,195,5,,4.5,4,,,Y,경사로,1,없음,0,2003-12-30,N,양호,제한없음,,정기점검,2019-04-01,군산시청,2020-03-13,4670000,전라북도 군산시
개정초교육교,일반국도,27번,번영로,전라북도 군산시 동정1길 19,35.963167,126.769079,32.2,5.5,,4.8,4,,,N,없음,0,없음,0,2004-06-30,N,양호,제한없음,도장,정기점검,2019-04-01,군산시청,2020-03-13,4670000,전라북도 군산시
백천(보도)육교,일반국도,25,국도25호선,경상북도 경산시 경청로,35.802057,128.738375,29.5,5,,4.5,3.6,1.8,5,N,없음,,,,2004-10-30,Y,보통,제한없음,,정기점검,2004-10-30,경상북도 경산시청,2020-06-30,5130000,경상북도 경산시
영대(보도)육교,시도,0,대로2류 1,경상북도 경산시 계양로,35.829674,128.749624,57.6,5,,4.5,3.6,1.8,4,Y,경사로,2,,,2018-11-23,Y,양호,제한없음,,정밀안전진단,2019-03-11,경상북도 경산시청,2020-06-30,5130000,경상북도 경산시
성암(보도)육교,시도,0,대로1류,경상북도 경산시 삼성현로,35.822137,128.717374,32.6,5.2,,4.5,2.6,1.8,4,Y,경사로,2,,,2015-01-30,Y,보통,제한없음,,정기점검,2015-01-30,경상북도 경산시청,2020-06-30,5130000,경상북도 경산시
펜타힐즈보도육교,시도,0,대로1류,경상북도 경산시 펜타힐즈로,35.828473,128.719263,155.4,5.7,,5,5,1.8,3,Y,엘리베이터,2,,,2017-01-25,Y,양호,제한없음,,정기점검,2017-01-25,경상북도 경산시청,2020-06-30,5130000,경상북도 경산시
중방보도육교,기타,0,하천,경상북도 경산시 강변동로,35.826319,128.730438,122,1.2,,4.5,2,1.8,7,Y,경사로,2,,,2012-10-30,Y,양호,제한없음,,정기점검,2012-10-30,경상북도 경산시청,2020-06-30,5130000,경상북도 경산시
정평보도육교,기타,0,하천,경상북도 경산시 강변동로,35.837304,128.730337,115,1.2,,4.5,3,1.8,7,Y,경사로,2,,,2016-09-30,Y,양호,제한없음,,정기점검,2016-09-30,경상북도 경산시청,2020-06-30,5130000,경상북도 경산시
중산(보도)육교,기타,0,경부 철도,경상북도 경산시 옥산로,35.831304,128.722594,30,7.1,,4.5,3,1.8,5,Y,경사로,2,,,2007-10-30,Y,보통,제한없음,,정기점검,2017-10-30,경상북도 경산시청,2020-06-30,5130000,경상북도 경산시
옥곡(보도)육교,기타,0,경부 철도,경상북도 경산시 옥산길,35.812219,128.730696,98,7.1,,4.5,3,1.8,5,Y,경사로,2,,,2008-10-30,Y,보통,제한없음,,정기점검,2008-10-30,경상북도 경산시청,2020-06-30,5130000,경상북도 경산시
공단육교,기타,대로3류48,기타도로,대구광역시 달성군 논공읍 남리 717-1,35.724928,128.455397,22,,,4.5,,,,N,N,,,,,N,양호,제한없음,,정기점검,2019-12-09,대구광역시 달성군청,2020-07-01,3480000,대구광역시 달성군
매곡육교,군도,대로2류63,군도5호,대구광역시 달성군 다사읍 매곡리 1556,35.865538,128.464439,36,,,5,,,,Y,Y,,,,,N,양호,제한없음,,정기점검,2019-12-09,대구광역시 달성군청,2020-07-01,3480000,대구광역시 달성군
학의천1교,시도,학의로,학의로,의왕시 학의로 466,37.391084,126.986321,56,4.08,,3,4.3,1.3,18,Y,경사로,1,-,,,N,양호,제한없음,-,정기점검,2020-04-02,의왕시청,2020-06-23,4030000,경기도 의왕시
응암육교,기타,광로2류23,기타도로,대구광역시 달성군 구지면 응암리 1220,35.654274,128.417498,66,,,4.8,,,,Y,Y,,,,,N,양호,제한없음,,정기점검,2019-12-09,대구광역시 달성군청,2020-07-01,3480000,대구광역시 달성군
화원육교,기타,대로1류12,국도5호,대구광역시 달성군 화원읍 본리리 산 1-7,35.807598,128.508197,30,,,5,,,,N,N,,,,,N,양호,제한없음,,정기점검,2019-12-09,대구광역시 달성군청,2020-07-01,3480000,대구광역시 달성군
본리육교,기타,대로1류12,국도5호,대구광역시 달성군 옥포면 본리리 2531,35.788945,128.465583,35,,,5,,,,N,N,,,,,N,양호,제한없음,,정기점검,2020-01-04,대구광역시 달성군청,2020-07-01,3480000,대구광역시 달성군
세천육교,기타,대로2류63,군도5호,대구광역시 달성군 다사읍 세천리 1633,35.874931,128.481016,30,,,5,,,,Y,Y,,,,,N,양호,제한없음,,정기점검,2019-12-09,대구광역시 달성군청,2020-07-01,3480000,대구광역시 달성군
구산동 보도육교,일반국도,58호선,김해대로,경상남도 김해시 구산동 1083-9,35.252044,128.867447,44,,,4.8,3,,,Y,승강기,,,,, ,양호,제한없음,,정기점검,2020-04-01,김해시청,2020-06-30,5350000,경상남도 김해시
조은금강병원앞 보도육교,일반국도,58호선,김해대로,경상남도 김해시 삼계동 397-5,35.264838,128.863084,30.7,,,5,3,,,N,승강기,,,,, ,양호,제한없음,,정기점검,2020-04-01,김해시청,2020-06-30,5350000,경상남도 김해시
부영6차아파트앞 보도육교,일반국도,58호선,김해대로,경상남도 김해시 삼계동 1436-11,35.260544,128.865325,33.9,,,5,3,,,Y,승강기,,,,, ,양호,제한없음,,정기점검,2020-04-01,김해시청,2020-06-30,5350000,경상남도 김해시
우암초등학교앞 보도육교,일반국도,58호선,금관대로,경상남도 김해시 내동 1073-1,35.244094,128.866949,22.7,,,5,3,,,N,승강기,,,,, ,양호,제한없음,,정기점검,2020-04-01,김해시청,2020-06-30,5350000,경상남도 김해시
금산초등학교앞 보도육교,일반국도,14호선,김해대로,경상남도 김해시 진영읍 좌곤리 358-3,35.292155,128.707997,24,,,4.7,3.5,,,N,없음,,,,, ,양호,제한없음,,정기점검,2020-04-01,김해시청,2020-06-30,5350000,경상남도 김해시
규암농협 앞,기타,대로1-1호선,계백로,충청남도 부여군 규암면 계백로,36.275918,126.887753,33.9,5.2,,5,3.3,1.3,12,N,없음,,,,1997-01-01,N,보통,제한없음,,정기점검,2017-09-20,충청남도 부여군청,2020-06-30,4570000,충청남도 부여군
규암초등학교 앞,기타,대로1-1호선,계백로,충청남도 부여군 규암면 계백로,36.271967,126.865602,21,5,,5,4,1.1,19,N,없음,,비가림시설,1,1997-01-01,N,보통,제한없음,,정기점검,2017-09-20,충청남도 부여군청,2020-06-30,4570000,충청남도 부여군
백제초등학교 앞,기타,대로3-1호선,계백로,충청남도 부여군 부여읍 계백로,36.276113,126.915388,21.5,5,,4.7,2.5,1.4,5,N,없음,,,,1997-01-01,N,보통,제한없음,,정기점검,2017-09-20,충청남도 부여군청,2020-06-30,4570000,충청남도 부여군
부여초등학교 앞,기타,대로3-4호선,계백로,충청남도 부여군 부여읍 계백로,36.283668,126.923441,21.5,5,,5,3,1.2,19,N,없음,,비가림시설,1,1999-01-01,N,보통,제한없음,,정기점검,2017-09-20,충청남도 부여군청,2020-06-30,4570000,충청남도 부여군
남육교,시도,대2-502,신도시남로,인천광역시 중구 운서동 2785-12,37.489929,126.487502,88,5.3,13.5,5.3,4.7,,,Y,경사로,,,,,N,보통,제한없음,,정기점검,2019-05-01,인천광역시 중구청,2020-07-08,3490000,인천광역시 중구
방조제육교,시도,-,영종해안북로,인천광역시 중구 운서동 2826,37.504127,126.487251,70,4.8,13.5,4.8,4.7,,,N,없음,,,,,N,보통,제한없음,,정기점검,2019-05-01,인천광역시 중구청,2020-07-08,3490000,인천광역시 중구
북육교,시도,대2-502,신도시북로,인천광역시 중구 운서동 2708-3,37.500512,126.487961,125,4.7,13.5,4.7,4.7,,,Y,경사로,,,,,N,보통,제한없음,,정기점검,2019-05-01,인천광역시 중구청,2020-07-08,3490000,인천광역시 중구
상업지구육교,시도,대 2-503,흰바위로,인천광역시 중구 운서동 2787-3,37.492467,126.487622,88,5.3,13.5,5.3,4.7,,,Y,경사로,,,,,N,보통,제한없음,,정기점검,2019-05-01,인천광역시 중구청,2020-07-08,3490000,인천광역시 중구
중앙공원,시도,광 3-503,영종대로,인천광역시 중구 운서동 2709-1,37.495233,126.487805,98,4.7,13.5,4.7,4.7,,,Y,경사로,,,,,N,보통,제한없음,,정기점검,2019-05-01,인천광역시 중구청,2020-07-08,3490000,인천광역시 중구
미단시티육교,시도,중 1-595,미단중앙로,인천광역시 중구 운북동 1305,37.575272,126.523697,164.6,4.5,13.5,4.5,2.4,,,Y,경사로+승강기,,,,,N,보통,제한없음,,정기점검,2019-05-01,인천광역시 중구청,2020-07-08,3490000,인천광역시 중구
도 원,시도,2-4번,참외전로,인천광역시 중구 참외전로 212-3,37.470313,126.638703,26,4.5,13.5,4.5,5,,,N,없음,,,,, ,보통,제한없음,,정기점검,2020-04-08,인천광역시 중구청,2020-07-08,3490000,인천광역시 중구
축항로,시도,2-9번,축항대로,인천광역시 중구 축항대로 274,37.44791945,126.625497,44.4,5,13.5,6,4,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2020-04-08,인천광역시 중구청,2020-07-08,3490000,인천광역시 중구
연 안,시도,2-9번,축항대로,인천광역시 중구 축항대로 234,37.450551,126.622112,44.6,5,13.5,5,4,,,N,없음,,,,, ,보통,제한없음,,정기점검,2020-04-08,인천광역시 중구청,2020-07-08,3490000,인천광역시 중구
인 천 항,시도,2-1번,서해대로,인천광역시 중구 서해대로 314,37.455197,126.628402,45.3,,13.5,4.5,4,,,N,없음,,,,, ,보통,제한없음,,정기점검,2020-04-08,인천광역시 중구청,2020-07-08,3490000,인천광역시 중구
조례육교3,시도,2번,순광로,전라남도 순천시 순광로 75 (조례동),34.9574354207,127.5286641736,23.9,,,4.4,,,,N,N,,,,1995-01-01,N,보통,제한없음,,정기점검,2019-12-05,순천시청 도로과,2020-02-12,4820000,전라남도 순천시
청소년수련관앞육교,구도,중1-83,천지인로 173번길 10,광주광역시 북구 천지인로173번길 10,35.184352,126.917599,22,,,3.5,2.4,,,N,없음,,,,2012-12-16, ,양호,제한없음,,정기점검,2018-12-11,광주광역시 북구청,2020-06-30,3620000,광주광역시 북구
문흥보도육교,시도,대2-16,서하로 407,광주광역시 북구 서하로 407(문흥동),35.183935,126.924024,26.2,,,4.5,3,,,N,없음,,,,1998-03-11, ,양호,제한없음,,정기점검,2018-12-11,광주광역시 북구청,2020-06-30,3620000,광주광역시 북구
서산육교,시도,대3-7,우치로 263,광주광역시 북구 우치로 263(오치동),35.188357,126.905316,22,,,4.7,3,,,N,없음,,,,1993-12-30, ,양호,제한없음,,정기점검,2018-12-11,광주광역시 북구청,2020-06-30,3620000,광주광역시 북구
고려중앞육교,시도,대1-25,설죽로 376,광주광역시 북구 설죽로 376(삼각동),35.193035,126.898899,24,,,4.8,3,,,N,없음,,,,1997-04-30, ,양호,제한없음,,정기점검,2018-12-11,광주광역시 북구청,2020-06-30,3620000,광주광역시 북구
삼각초교앞육교,시도,대1-25,설죽로 447,광주광역시 북구 설죽로 447(삼각동),35.199399,126.899814,24.7,,,4.8,3,,,N,없음,,,,1998-11-04, ,양호,제한없음,,정기점검,2018-12-11,광주광역시 북구청,2020-06-30,3620000,광주광역시 북구
용봉천육교,시도,대1-25,설죽로 239,광주광역시 북구 설죽로 239(용봉동),35.180797,126.898385,24.7,,,4.5,3,,,N,없음,,,,1998-12-31, ,양호,제한없음,,정기점검,2018-12-11,광주광역시 북구청,2020-06-30,3620000,광주광역시 북구
운암철도횡단육교,기타,철로,운신북길 137,광주광역시 북구 운신북길 137(운암동),35.172624,126.880886,19,,,7,3,,,N,없음,,,,2000-07-28, ,양호,제한없음,,정기점검,2018-12-11,광주광역시 북구청,2020-06-30,3620000,광주광역시 북구
동운고가철도횡단육교,기타,철로,죽봉대로 210,광주광역시 북구 죽봉대로 210(운암동),35.172262,126.884966,20.5,,,6,1.5,,,N,없음,,,,1992-05-31, ,양호,제한없음,,정기점검,2018-12-11,광주광역시 북구청,2020-06-30,3620000,광주광역시 북구
운암육교,시도,광3-2,북문대로 25,광주광역시 북구 북문대로 25(운암동),35.174176,126.882421,27.7,,,4.5,3.3,,,N,없음,,,,1989-12-29, ,양호,제한없음,,정기점검,2018-12-11,광주광역시 북구청,2020-06-30,3620000,광주광역시 북구
문예회관앞육교,시도,광3-2,북문대로 50,광주광역시 북구 북문대로 50(운암동),35.175993,126.880457,36,,,4.5,4,,,N,없음,,,,1997-08-25, ,양호,제한없음,,정기점검,2018-12-11,광주광역시 북구청,2020-06-30,3620000,광주광역시 북구
수창육교,시도,대2-6,금남로 113,광주광역시 북구 금남로 113(북동),35.155591,126.907311,20,,,4.4,3.4,,,N,없음,,,,1972-12-29, ,양호,제한없음,,정기점검,2018-12-11,광주광역시 북구청,2020-06-30,3620000,광주광역시 북구
