시도명,시군구명,도로종류,도로노선번호,도로노선명,차로수,버스전용차로기점명,버스전용차로종점명,버스전용차로기점위도,버스전용차로기점경도,버스전용차로종점위도,버스전용차로종점경도,버스전용차로총연장,버스전용차로종류,버스전용차로지정해제여부,시행일자,운영시간구분,평일시작시각,평일종료시각,토요일시작시각,토요일종료시각,공휴일시작시각,공휴일종료시각,명절연휴시작시각,명절연휴종료시각,통행가능차량,버스전용차로속도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
03,"동구, 수성구",03,광로3-2,화랑로,4,MBC네거리,효목네거리,35.866825,128.627189,35.876347,128.644753,"2,000 m",02,Y,1994-12-20,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"동구, 수성구",03,광로3-2,화랑로,4,효목네거리,MBC네거리,35.876483,128.644669,35.866933,128.627178,"2,000 m",02,Y,1994-12-20,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"중구, 남구",03,광로3-4,중앙대로,4,반월당네거리,영대병원네거리,35.865300,128.593339,35.845469,128.590422,"2,300 m",02,Y,1998-01-20,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"중구, 남구",03,광로3-4,중앙대로,4,영대병원네거리,반월당네거리,35.845461,128.590583,35.865292,128.593456,"2,300 m",02,Y,1998-01-20,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,북구,03,대로1-3,중앙대로,4,대구역북편네거리,동침산네거리,35.877931,128.595239,35.886653,128.597997,"1,500 m",02,Y,1994-12-20,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,북구,03,대로1-3,중앙대로,4,동침산네거리,대구역북편네거리,35.886692,128.597853,35.877961,128.595122,"1,500 m",02,Y,1994-12-20,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,서구,03,대로2-5,달서로,3,반고개네거리,원대오거리,35.862394,128.572036,35.887372,128.575808,"2,900 m",02,Y,1994-12-20,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,서구,03,대로2-5,달서로,3,원대오거리,반고개네거리,35.887397,128.575675,35.862367,128.571903,"2,900 m",02,Y,1994-12-20,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,수성구,03,광로1-1,동대구로,5,MBC네거리,두산오거리,35.866753,128.626661,35.830425,128.623056,"4,100 m",02,Y,1994-09-22,02,1899-12-31,1899-12-31,-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,수성구,03,광로1-1,동대구로,5,두산오거리,MBC네거리,35.830400,128.623525,35.866692,128.626994,"4,100 m",02,Y,1994-09-22,02,1899-12-31,1899-12-31,-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"남구, 달서구",03,대로2-10,성당로,3,내당네거리,성당네거리,35.859800,128.574447,35.837925,128.557700,"3,000 m",02,Y,1994-09-22,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"남구, 달서구",03,대로2-10,성당로,3,성당네거리,내당네거리,35.837908,128.557817,35.859728,128.574611,"3,000 m",02,Y,1994-09-22,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"중구, 남구",03,대로2-5,명덕로,3,반고개네거리,명덕네거리,35.861783,128.572114,35.856919,128.590461,"1,800 m",02,Y,1994-09-22,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"중구, 남구",03,대로2-5,명덕로,3,명덕네거리,반고개네거리,35.857042,128.590508,35.861808,128.572319,"1,800 m",02,Y,1994-09-22,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,중구,03,대로2-2,태평로,3,동인네거리,달성네거리,35.872706,128.604211,35.877642,128.581914,"2,000 m",02,Y,1994-08-11,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,중구,03,대로2-2,태평로,3,달성네거리,동인네거리,35.877533,128.581919,35.872525,128.604169,"2,000 m",02,Y,1994-08-11,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"동구, 북구",03,대로1-14대로2-8,아양로신암로,3,칠성교,입석네거리,35.877233,128.606969,35.891850,128.643533,"4,000 m",02,Y,1994-01-01,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"동구, 북구",03,대로1-14대로2-8,아양로신암로,3,입석네거리,칠성교,35.891931,128.643411,35.877314,128.606847,"4,000 m",02,Y,1994-01-01,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"서구, 북구",03,대로1-9대로2-3,팔달로,4,원대오거리,태전교,35.887689,128.575672,35.918336,128.547883,"5,200 m",02,Y,1993-09-20,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"서구, 북구",03,대로1-9대로2-3,팔달로,4,태전교,원대오거리,35.918286,128.547764,35.887572,128.575581,"5,200 m",02,Y,1993-09-20,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,서구,03,대로1-4,서대구로,3,두류네거리,만평네거리,35.858075,128.557414,35.889439,128.562042,"3,500 m",02,Y,1993-07-20,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,서구,03,대로1-4,서대구로,3,만평네거리,두류네거리,35.889478,128.561867,35.858053,128.557275,"3,500 m",02,Y,1993-07-20,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"서구, 달서구",03,광로2-1,달구벌대로,5,성서IC,두류네거리,35.848736,128.527261,35.857706,128.557283,"4,000 m",02,Y,2006-02-19,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,70,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"서구, 달서구",03,광로2-1,달구벌대로,5,두류네거리,성서IC,35.857842,128.640553,35.848933,128.527250,"4,000 m",02,Y,2006-02-19,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,70,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,수성구,03,광로2-1,달구벌대로,5,수성교,만촌네거리,35.860831,128.609517,35.858747,128.645289,"3,300 m",02,Y,1993-07-20,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,70,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,수성구,03,광로2-1,달구벌대로,5,만촌네거리,수성교,35.859022,128.645461,35.861128,128.609606,"3,300 m",02,Y,1993-07-20,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,70,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,수성구,03,광로2-1,달구벌대로,5,담티고가교,만촌네거리,35.853328,128.658597,35.858878,128.646650,"1,400 m",02,Y,2002-06-01,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,70,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,수성구,03,광로2-1,달구벌대로,5,만촌네거리,담티고가교,35.858703,128.646408,35.853025,128.658556,"1,400 m",02,Y,2002-06-01,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,70,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"중구, 서구",03,대로1-7대로2-1,국채보상로,4,서성네거리,신평리네거리,35.870150,128.587094,35.870606,128.555194,"3,000 m",02,Y,1992-12-15,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"중구, 서구",03,대로1-7대로2-1,국채보상로,4,신평리네거리,서성네거리,35.870408,128.555214,35.869994,128.587017,"3,000 m",02,Y,1992-12-15,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"중구, 동구, 수성구",03,대로2-1,국채보상로,3,종각네거리,MBC네거리,35.869072,128.604247,35.866967,128.626236,"2,000 m",02,Y,1991-12-26,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
03,"중구, 동구, 수성구",03,대로2-1,국채보상로,3,MBC네거리,종각네거리,35.867158,128.626122,35.869192,128.604281,"2,000 m",02,Y,1991-12-26,02,"07:00, 17:30","09:00, 19:30",-,-,-,-,-,-,도로교통법 시행령 [별표1]에 규정된 차량,60,대구광역시 버스운영과,053-803-6542,2019-05-31,6270000,대구광역시
대전광역시,중구,지방도,3,계백로,10,서대전네거리,진잠네거리,36.32294319,127.414806,36.29865221,127.3236556,8.3,2,Y,1994-07-01,2,07:00 + 18:00,09:00 + 20:00,0:00,0:00,0:00,0:00,0:00,0:00,"36인승 대형승합차 + 36인승미만 사업용 승합자동차 + 어린이통학버스(신고필증), 등",80,대전광역시,042-270-5783,2020-07-01,6300000,대전광역시
대전광역시,중구,지방도,3,중앙로,6,서대전네거리,대전역네거리,36.32294319,127.414806,36.33028255,127.430423,2.1,2,Y,2009-03-01,2,07:00 + 18:00,09:00 + 20:00,0:00,0:00,0:00,0:00,0:00,0:00,"36인승 대형승합차 + 36인승미만 사업용 승합자동차 + 어린이통학버스(신고필증), 등",80,대전광역시,042-270-5783,2020-07-01,6300000,대전광역시
대전광역시,중구,지방도,3,계룡로,10,서대전네거리,유성네거리,36.32294319,127.414806,36.3533975,127.3404195,9.5,2,Y,1995-10-01,2,07:00 + 18:00,09:00 + 20:00,0:00,0:00,0:00,0:00,0:00,0:00,"36인승 대형승합차 + 36인승미만 사업용 승합자동차 + 어린이통학버스(신고필증), 등",80,대전광역시,042-270-5783,2020-07-01,6300000,대전광역시
대전광역시,서구,지방도,3,도산로,8,용문네거리,도마네거리,36.33827459,127.3932813,36.31281359,127.3790906,3.3,2,Y,1998-01-01,2,07:00 + 18:00,09:00 + 20:00,0:00,0:00,0:00,0:00,0:00,0:00,"36인승 대형승합차 + 36인승미만 사업용 승합자동차 + 어린이통학버스(신고필증), 등",80,대전광역시,042-270-5783,2020-07-01,6300000,대전광역시
대전광역시,동구,지방도,3,동서로,10,대전TG,태평오거리,36.36112932,127.4490303,36.32351485,127.3938299,4.5,2,Y,1999-02-01,2,07:00 + 18:00,09:00 + 20:00,0:00,0:00,0:00,0:00,0:00,0:00,"36인승 대형승합차 + 36인승미만 사업용 승합자동차 + 어린이통학버스(신고필증), 등",80,대전광역시,042-270-5783,2020-07-01,6300000,대전광역시
대전광역시,동구,지방도,3,대전로,8,삼성네거리,효동네거리,36.33608233,127.4276295,36.31529649,127.4403762,2.7,2,Y,2003-07-01,2,07:00 + 18:00,09:00 + 20:00,0:00,0:00,0:00,0:00,0:00,0:00,"36인승 대형승합차 + 36인승미만 사업용 승합자동차 + 어린이통학버스(신고필증), 등",80,대전광역시,042-270-5783,2020-07-01,6300000,대전광역시
대전광역시,대억구,지방도,3,한밭대로,10,중리네거리,충대정문오거리,36.3591028,127.4281522,36.36190127,127.3446156,7.7,2,Y,2006-12-01,2,07:00 + 18:00,09:00 + 20:00,0:00,0:00,0:00,0:00,0:00,0:00,"36인승 대형승합차 + 36인승미만 사업용 승합자동차 + 어린이통학버스(신고필증), 등",80,대전광역시,042-270-5783,2020-07-01,6300000,대전광역시
대전광역시,대덕구,지방도,3,대덕대로,10,계룡네거리,연구단지네거리,36.34850826,127.3445271,36.34850826,127.3445271,4.2,2,Y,2007-09-01,2,07:00 + 18:00,09:00 + 20:00,0:00,0:00,0:00,0:00,0:00,0:00,"36인승 대형승합차 + 36인승미만 사업용 승합자동차 + 어린이통학버스(신고필증), 등",80,대전광역시,042-270-5783,2020-07-01,6300000,대전광역시
16,창원시,02,25,진해-청주선,1,창원서부경찰서,도계광장,35.252156,128.638598,35.261553,128.630837,1.2km,02,Y,2005-09-01,02,6:30,8:00,미운영,미운영,미운영,미운영,미운영,미운영,9인승 이상 차량(6명이상 탑승),70,창원시,055-225-4291,2019-04-16,5670000,경상남도 창원시
대전광역시,대덕구,지방도,3,계족로,8,중리네거리,읍내동삼거리,36.3591028,127.4281522,36.38150695,127.4260827,2.4,2,Y,2007-09-01,2,07:00 + 18:00,09:00 + 20:00,0:00,0:00,0:00,0:00,0:00,0:00,"36인승 대형승합차 + 36인승미만 사업용 승합자동차 + 어린이통학버스(신고필증), 등",80,대전광역시,042-270-5783,2020-07-01,6300000,대전광역시
대전광역시,유성구,지방도,3,도안대로,12,유성네거리,용계동,36.3533975,127.3404195,36.32972463,127.3328107,3,1,Y,2011-07-01,1,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,"36인승 대형승합차 + 36인승미만 사업용 승합자동차 + 어린이통학버스(신고필증), 등",80,대전광역시,042-270-5783,2020-07-01,6300000,대전광역시
대전광역시,유성구,지방도,3,도안동로,8,만년교,가수원네거리,36.35151071,127.3513874,36.30470879,127.3513957,5.1,1,Y,2011-07-01,1,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,"36인승 대형승합차 + 36인승미만 사업용 승합자동차 + 어린이통학버스(신고필증), 등",80,대전광역시,042-270-5783,2020-07-01,6300000,대전광역시
대전광역시,유성구,지방도,3,북유성대로,8,안산동(시경계),외삼네거리,36.39207821,127.3146334,36.39207821,127.3146334,3.4,1,Y,2012-09-18,1,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,"36인승 대형승합차 + 36인승미만 사업용 승합자동차 + 어린이통학버스(신고필증), 등",80,대전광역시,042-270-5783,2020-07-01,6300000,대전광역시
대전광역시,대덕구,지방도,3,오정로,6,농수산오거리,한남오거리,36.35711627,127.4051691,36.34998452,127.4155734,1.3,1,Y,2016-05-25,1,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,"36인승 대형승합차 + 36인승미만 사업용 승합자동차 + 어린이통학버스(신고필증), 등",80,대전광역시,042-270-5783,2020-07-01,6300000,대전광역시
대전광역시,동구,지방도,3,대전로,6,한남오거리,삼성네거리,36.34998452,127.4155734,36.33608233,127.4276295,1.4,1,Y,2016-05-25,1,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,"36인승 대형승합차 + 36인승미만 사업용 승합자동차 + 어린이통학버스(신고필증), 등",80,대전광역시,042-270-5783,2020-07-01,6300000,대전광역시
대전광역시,대덕구,지방도,3,천변도시고속화도로,6,당산교,문평대교,36.38414454,127.4124429,36.38414454,127.4124429,7.8,1,Y,2016-07-20,1,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,"36인승 대형승합차 + 36인승미만 사업용 승합자동차 + 어린이통학버스(신고필증), 등",80,대전광역시,042-270-5783,2020-07-01,6300000,대전광역시
대전광역시,유성구,지방도,3,구즉세종로,6,문평대교,둔곡동(시경계),36.44382829,127.3879783,36.46088353,127.3696363,4.7,1,Y,2016-07-20,1,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,"36인승 대형승합차 + 36인승미만 사업용 승합자동차 + 어린이통학버스(신고필증), 등",80,대전광역시,042-270-5783,2020-07-01,6300000,대전광역시
충청북도,흥덕구,기타,604번,세종오송로,6,오송역,미호대교,36.618317,127.327206,36.583656,127.321774,4.26,1,Y,2020-07-17,1,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,16인승 이상 승합자동차,80,청주시청,043-201-2854,2020-07-17,5710000,충청북도 청주시
충청북도,흥덕구,기타,604번,세종오송로,6,오송역,미호대교,36.618317,127.327206,36.583656,127.321774,4.26,1,Y,2020-07-17,1,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,16인승 이상 승합자동차,80,청주시청,043-201-2854,2020-07-17,5710000,충청북도 청주시
경기도,성남시,일반국도,3번,성남대로,,야탑동사거리,복정동시계,37.4170448,127.128599,37.4684005,127.126375,10.9,02,Y,2002-12-02,02,출근시각 07:30+퇴근시각 17:00,출근시각 09:30+퇴근시각 20:00,미운영,미운영,미운영,미운영,미운영,미운영,9인 이상 승용차 + 승합자동차,,경기도 성남시,031-729-8622,2020-07-15,3780000,경기도 성남시
경기도,성남시,일반국도,3번,성남대로,,미금역,벽산사거리(용인시계),37.3387563,127.109148,37.3496475,127.109167,3,02,Y,2007-05-01,02,출근시각 07:30+퇴근시각 17:00,출근시각 09:30+퇴근시각 20:00,미운영,미운영,미운영,미운영,미운영,미운영,9인 이상 승용차 + 승합자동차,,경기도 성남시,031-729-8622,2020-07-15,3780000,경기도 성남시
경기도,성남시,시도,3번,중앙로,,모란사거리,단대오거리,37.4341732,127.1325999,37.4445012,127.156412,3.6,02,Y,2005-09-01,02,출근시각 07:30+퇴근시각 17:00,출근시각 09:30+퇴근시각 20:00,미운영,미운영,미운영,미운영,미운영,미운영,9인 이상 승용차 + 승합자동차,,경기도 성남시,031-729-8622,2020-07-15,3780000,경기도 성남시
경기도,성남시,국가지원지방도,23호선,대왕판교로,,머내고가교,세곡사거리,37.3399039,127.1029691,37.4619065,127.1081096,13.8,02,Y,2009-12-01,02,06:00,22:00,미운영,미운영,미운영,미운영,미운영,미운영,9인 이상 승용차 + 승합자동차,,경기도 성남시,031-729-8622,2020-07-15,3780000,경기도 성남시
제주특별자치도,제주시,지방도,1131,중앙로,,광양사거리,아라초등학교,33.5009231,126.5273237,33.4762297,126.5416041,2.7,1,Y,2018-01-01,04,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,노선버스+전세버스+택시+긴급자동차+경찰서장의 승인을 받은 어린이 통학버스,,대중교통과,064-710-4328,2020-06-30,6500000,제주특별자치도
제주특별자치도,제주시,시도,광로3001,공항로,,제주국제공항입구,7호광장(해태동산),33.5054371,126.4957285,33.4983361,126.4963664,0.8,1,Y,2018-01-01,04,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,노선버스+전세버스+택시+긴급자동차+경찰서장의 승인을 받은 어린이 통학버스,,대중교통과,064-710-4328,2020-06-30,6500000,제주특별자치도
제주특별자치도,제주시,지방도,1136. 1139. 1132,노형로~도령로~동서광로,,무수천4가,제주국립박물관,33.4599505,126.4446753,33.5113756,126.5457024,11.8,2,Y,2018-01-01,02,07:00+16:30,09:00+19:30,0:00,0:00,0:00,0:00,0:00,0:00,노선버스+전세버스+택시+긴급자동차+경찰서장의 승인을 받은 어린이 통학버스,,대중교통과,064-710-4328,2020-06-30,6500000,제주특별자치도
서울특별시,용산구,시도,0,한남로,,한남오거리,한남초교,37.533581,127.007599,37.539110000,127.0050000,0.6,02,Y,1994-05-01,,1899-12-31,1899-12-31,제외,제외,제외,제외,제외,제외,버스,,서울특별시 용산구청,02-2199-7740,2020-07-01,3020000,서울특별시 용산구
서울특별시,용산구,시도,0,원효로,,원효대교북단,남영역,37.532279,126.955522,37.540813,126.971185,2.7,02,Y,1996-08-01,,7:00~10:00,17:00~21:00,제외,제외,제외,제외,제외,제외,버스,,서울특별시 용산구청,02-2199-7740,2020-07-01,3020000,서울특별시 용산구
서울특별시,용산구,시도,0,한강로,,한강대교노들섬,서울역남단,37.519549,126.959464,37.553838,126.969682,4.1,01,Y,2006-12-01,,1899-12-31,1900-01-01,제외,제외,제외,제외,제외,제외,버스,,서울특별시 용산구청,02-2199-7740,2020-07-01,3020000,서울특별시 용산구
서울특별시,용산구,시도,0,한강로,,서울역남단,서울역북단,37.553838,126.969682,37.553838,126.969682,0.5,01,Y,2009-07-01,,1899-12-31,1900-01-01,제외,제외,제외,제외,제외,제외,버스,,서울특별시 용산구청,02-2199-7740,2020-07-01,3020000,서울특별시 용산구
경기도,의정부시,시도,없음,"서계로, 동일로, 신평화로",8,장암고가,호장교북단,37.724082,127.064041,37.701244,127.049145,4.4,1,Y,2018-09-28,1,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,시내및시외버스,80,의정부시,031-828-4832,2020-06-01,3820000,경기도 의정부시
경기도,남양주시,일반국도,6번,경춘로,6,구리시계,도농삼거리,37.604145,127.149281,37.612617,127.171783,2.3,1,Y,2010-06-07,1,0:00,0:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,노선버스,60,경기도 남양주시,031-590-4718,2020-07-01,3990000,경기도 남양주시
9,김포시,2,48호선,김포대로,8,사우삼거리,신곡사거리,37.610991,126.736628,37.600594,126.770715,5.2,2,Y,2014-01-01,2,출근시각 07:00 + 퇴근시각 17:00,출근시각 10:00 + 퇴근시각 21:00,0:00,0:00,0:00,0:00,0:00,0:00,36인승 이상 대형승합차 + 통학용 승합차,70,경기도 김포시청,031-980-5568,2020-05-11,4090000,경기도 김포시
