재해위험지구관리번호,재해위험지구명,재해위험지역,재해위험지역상세주소,재해위험유형,재해위험등급,시설명,시설물유형,수계명,지정일자,해제일자,정보수정일자,지정사유,해제사유,추진사항,위험요인,지정면적,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
468102000003,발천지구,전라남도 강진군 병영면 하고리 779,전라남도 강진군 병영면 하고리 779,침수위험,나 ,발천천,소하천,탐진강,2005-07-02,2011-09-09,2016-07-20,침수위험지구,정비완료,정비완료,침수,0.4,강진군,061-430-3413,2019-06-26,4920000,전라남도 강진군
468102000002,삼신지구,전라남도 강진군 군동면 삼신리 1473-5,전라남도 강진군 군동면 삼신리 1473-5,침수위험,나 ,금사천,지방하천,탐진강,2015-04-23,,2016-07-20,침수위험지구,,정비중(응급조치완료),침수,47.9,강진군,061-430-3413,2019-06-26,4920000,전라남도 강진군
468102000001,남성,전라남도 강진군 강진읍 남성리 108-28,전라남도 강진군 강진읍 남성리 108-28,붕괴시설,가 ,급경사지,D등급,탐진강,2015-04-23,,2016-07-20,급경사지지구,,정비중(응급조치완료),급경사지,0.5,강진군,061-430-3413,2019-06-26,4920000,전라남도 강진군
488402000000,중앙지구,전라남도 구례군 산동면,,침수위험,다 ,하위지구,,,2017-01-01,,,침수위험,,정비중(응급조치완료),침수,200,전라남도 구례군청,,2019-06-26,4870000,전라남도 구례군
488402000000,중앙지구,전라남도 구례군 산동면,,침수위험,다 ,탑정지구,,,2017-01-01,,,침수위험,,정비중(응급조치완료),침수,200,전라남도 구례군청,,2019-06-26,4870000,전라남도 구례군
488402000000,중앙지구,전라남도 구례군 마산면,,침수위험,다 ,화엄사지구,,,2017-01-01,,,침수위험,,정비중(응급조치완료),침수,200,전라남도 구례군청,,2019-06-26,4870000,전라남도 구례군
488402000000,중앙지구,전라남도 구례군 산동면,,침수위험,다 ,온천지구,,,2017-01-01,,,침수위험,,정비중(응급조치완료),침수,200,전라남도 구례군청,,2019-06-26,4870000,전라남도 구례군
488402000000,중앙지구,전라남도 구례군 광의면,,침수위험,다 ,방광지구,,,2017-01-01,,,침수위험,,정비중(응급조치완료),침수,200,전라남도 구례군청,,2019-06-26,4870000,전라남도 구례군
488402000000,중앙지구,전라남도 구례군 토지면,,침수위험,다 ,피아골지구,,,2017-01-01,,,침수위험,,정비중(응급조치완료),침수,200,전라남도 구례군청,,2019-06-26,4870000,전라남도 구례군
488402000000,중앙지구,전라남도 구례군 토지면,,침수위험,다 ,피아골지구,,,2017-01-01,,,침수위험,,정비중(응급조치완료),침수,200,전라남도 구례군청,,2019-06-26,4870000,전라남도 구례군
488402000000,중앙지구,전라남도 구례군 간전면,,침수위험,다 ,용지동지구,,,2017-01-01,,,침수위험,,정비중(응급조치완료),침수,200,전라남도 구례군청,,2019-06-26,4870000,전라남도 구례군
488402000000,중앙지구,전라남도 구례군 토지면,,침수위험,다 ,외곡지구,,,2017-01-01,,,침수위험,,정비중(응급조치완료),침수,200,전라남도 구례군청,,2019-06-26,4870000,전라남도 구례군
488402000000,중앙지구,전라남도 구례군 문척면,,붕괴시설,다 ,중산지구,,,2017-01-01,,,붕괴위험,,정비중(응급조치완료),붕괴,200,전라남도 구례군청,,2019-06-26,4870000,전라남도 구례군
488402000000,중앙지구,전라남도 구례군 산동면,,붕괴시설,다 ,수락폭포지구,,,2017-01-01,,,붕괴위험,,정비중(응급조치완료),붕괴,200,전라남도 구례군청,,2019-06-26,4870000,전라남도 구례군
488402000000,중앙지구,전라남도 구례군 토지면,,붕괴시설,다 ,피아골지구,,,2017-01-01,,,붕괴위험,,정비중(응급조치완료),붕괴,200,전라남도 구례군청,,2019-06-26,4870000,전라남도 구례군
488402000000,중앙지구,전라남도 구례군 산동면,,고립위험,다 ,수기지구,,,2017-01-01,,,급류위험,,정비중(응급조치완료),인명피해,200,전라남도 구례군청,,2019-06-26,4870000,전라남도 구례군
488402000000,중앙지구,전라남도 구례군 산동면,,고립위험,다 ,관산지구,,,2017-01-01,,,급류위험,,정비중(응급조치완료),인명피해,200,전라남도 구례군청,,2019-06-26,4870000,전라남도 구례군
488402000000,중앙지구,전라남도 구례군 산동면,,고립위험,다 ,계천지구,,,2017-01-01,,,급류위험,,정비중(응급조치완료),인명피해,200,전라남도 구례군청,,2019-06-26,4870000,전라남도 구례군
488402000000,중앙지구,전라남도 구례군 구례읍,,붕괴시설,다 ,논곡지구,,,2017-01-01,,,붕괴위험,,정비중(응급조치완료),붕괴,200,전라남도 구례군청,,2019-06-26,4870000,전라남도 구례군
488702000000,도림지구,경상남도 함양군 안의면,도림리 1,침수위험,다 ,안의천(도림제),지방2급하천,낙동강,2013-07-11,2016-11-03,2019-06-20,제방단면부족에 따른 배수불량으로 침수위험,위험지구 정비완료,정비완료,하천제방 단면부족으로 집중호우시 하천범람 우려,75600,경상남도 함양군,055-960-5202,2019-06-20,5460000,경상남도 함양군
488702000000,토내지구,경상남도 함양군 병곡면,옥계리 1027-1,침수위험,다 ,위천(토내제),지방관리,낙동강,2006-03-15,2010-05-07,2019-06-20,배수불량으로 침수위험,위험지구 정비완료,정비완료,하천제방 단면부족으로 집중호우시 하천범람 우려,114000,경상남도 함양군,055-960-5202,2019-06-20,5460000,경상남도 함양군
488702000000,죽곡지구,경상남도 함양군 함양읍,죽곡리 7,침수위험,다 ,위천(죽곡제),지방2급하천,낙동강,2006-03-15,2008-12-17,2019-06-20,배수불량으로 침수위험,위험지구 정비완료,정비완료,하천제방 단면부족으로 집중호우시 하천범람 우려,45000,경상남도 함양군,055-960-5202,2019-06-20,5460000,경상남도 함양군
488702000000,남효지구,경상남도 함양군 지곡면,남효리 1,침수위험,다 ,남효소하천,지방2급하천,낙동강,2006-03-15,2010-05-07,2019-06-20,제방단면부족 및 배수불량으로 침수위험,위험지구 정비완료,정비완료,하천제방 단면부족으로 집중호우시 하천범람 우려,83000,경상남도 함양군,055-960-5202,2019-06-20,5460000,경상남도 함양군
488702000000,상곡지구,경상남도 함양군 지곡면,창평리 755-140,침수위험,다 ,상곡소하천,지방1급하천,낙동강,2006-03-15,2008-12-17,2019-06-20,제방단면부족 및 배수불량으로 침수위험,위험지구 정비완료,정비완료,하천제방 단면부족으로 집중호우시 하천범람 우려,86000,경상남도 함양군,055-960-5202,2019-06-20,5460000,경상남도 함양군
488702000000,거평지구,경상남도 함양군 지곡면,창평리 755-109,침수위험,다 ,남강천,지방1급하천,낙동강,2006-03-15,2008-12-17,2019-06-20,내수 배수불량으로 침수위험,위험지구 정비완료,정비완료,가옥이 하천 인근에 접하고 있어 호우시 상습침수,93000,경상남도 함양군,055-960-5202,2019-06-20,5460000,경상남도 함양군
488702000000,보산지구,경상남도 함양군 지곡면,공배리 503-1,침수위험,다 ,보산천,지방2급하천,낙동강,2010-10-27,2014-07-30,2019-06-20,통수단면부족으로 상습침수,위험지구 정비완료,정비완료,하천제방 단면부족으로 집중호우시 하천범람 우려,110000,경상남도 함양군,055-960-5202,2019-06-20,5460000,경상남도 함양군
488702000000,추하지구,경상남도 함양군 서상면,금당리 525,침수위험,다 ,추상천,지방2급하천,기타,2010-05-07,2015-02-03,2019-06-20,통수단면부족으로 상습침수,위험지구 정비완료,정비완료,통수단면이 부족한 기존교량 철거 및 신설,50000,경상남도 함양군,055-960-5202,2019-06-20,5460000,경상남도 함양군
488702000000,외마지구,경상남도 함양군 마천면,군자리 137-3,붕괴시설,가 ,지방도1023호,지방도,낙동강,2013-01-31,2018-01-31,2019-06-20,암반사면 균열로 낙석위험발생,위험지구 정비완료,정비완료,재해위험지구정비 사업으로 정비완료,5400,경상남도 함양군,055-960-5202,2019-06-20,5460000,경상남도 함양군
488702000000,태관지구,경상남도 함양군 휴천면,태관리401-0,침수위험,나 ,태관지구,지방2급하천,낙동강,2018-01-26,,2019-06-20,집중호우 발생시 재방월류에 의한 침수,제방단면부족 및 배수불량으로 침수위험,미착수,제방단면부족 및 배수불량으로 침수위험,90931,경상남도 함양군,055-960-5202,2019-06-20,5460000,경상남도 함양군
457502000000,금정,전라북도 임실군 신덕면,전라북도 임실군 신덕면 금정길 72,침수위험,나 ,주치천,지방하천,,2015-04-23,,2016-02-01,침수위험,,정비중(응급조치완료),내수침수,51000,전라북도 임실군청,063-640-2633,2019-05-01,4760000,전라북도 임실군
457502000000,군평,전라북도 임실군 오수면,전라북도 임실군 오수면 남악길 58,침수위험,나 ,군평천,지방하천,,2015-04-23,,2016-02-01,침수위험,,정비중(응급조치완료),내수침수,140000,전라북도 임실군청,063-640-2633,2019-05-01,4760000,전라북도 임실군
457502000000,옥석,전라북도 임실군 청웅면,전라북도 임실군 청웅면 뱃골로 603,침수위험,나 ,주치천,지방하천,,2010-05-14,2015-04-23,2016-02-01,침수위험,정비완료,정비완료,내수침수,90000,전라북도 임실군청,063-640-2633,2019-05-01,4760000,전라북도 임실군
457502000000,성가,전라북도 임실군 임실읍,전라북도 임실군 임실읍 호반로 79-3,붕괴시설,나 ,급경사지,급경사지,,2010-05-14,,2016-02-01,붕괴위험,,정비중(응급조치완료),절개지붕괴,11000,전라북도 임실군청,063-640-2633,2019-05-01,4760000,전라북도 임실군
457502000000,대곡,전라북도 임실군 임실읍,전라북도 임실군 임실읍 감천로 119-18,유실위험,다 ,대덕천,지방하천,,1996-08-23,,2016-02-01,유실위험,,정비중(응급조치완료),제방유실,200000,전라북도 임실군청,063-640-2633,2019-05-01,4760000,전라북도 임실군
457502000000,입석,전라북도 임실군 운암면,전라북도 임실군 운암면 국사봉로(입석리 산32-1),붕괴시설,나 ,급경사지,지방도,,2010-05-14,,2016-02-01,붕괴위험,,정비중(응급조치완료),절개지붕괴,9000,전라북도 임실군청,063-640-2633,2019-05-01,4760000,전라북도 임실군
457502000000,창인,전라북도 임실군 신평면,전라북도 임실군 신평면 창인로 145,침수위험,다 ,임실천,지방하천,,2010-05-14,,2016-02-01,침수위험,,정비중(응급조치완료),내수침수,470000,전라북도 임실군청,063-640-2633,2019-05-01,4760000,전라북도 임실군
457502000000,원천,전라북도 임실군 신평면,전라북도 임실군 신평면 석등슬치로 360-7,침수위험,나 ,섬진강,국가하천,,2006-03-13,2015-04-23,2016-02-01,침수위험,정비완료,정비완료,내수침수,200000,전라북도 임실군청,063-640-2633,2019-05-01,4760000,전라북도 임실군
457502000000,오궁,전라북도 임실군 신덕면,전라북도 임실군 신덕면 오궁3길 15,유실위험,나 ,시목천,소하천,,2006-03-13,,2016-02-01,유실위험,,정비중(응급조치완료),제방유실,110000,전라북도 임실군청,063-640-2633,2019-05-01,4760000,전라북도 임실군
457502000000,수천,전라북도 임실군 신덕면,전라북도 임실군 신덕면 수지로 101,유실위험,가 ,제목천,지방하천,,1996-08-23,2015-04-23,2016-02-01,유실위험,정비완료,정비완료,제방유실,210000,전라북도 임실군청,063-640-2633,2019-05-01,4760000,전라북도 임실군
457502000000,조월,전라북도 임실군 신덕면,전라북도 임실군 신덕면 수월로 574-21,유실위험,다 ,옥녀동천,지방하천,,1996-08-23,2015-04-23,2016-02-01,유실위험,정비완료,정비완료,제방유실,1230000,전라북도 임실군청,063-640-2633,2019-05-01,4760000,전라북도 임실군
457502000000,오류,전라북도 임실군 성수면,전라북도 임실군 성수면 봉강남길 19,침수위험,다 ,둔남천,지방하천,,2010-05-14,,2016-02-01,침수위험,,정비중(응급조치완료),내수침수,199000,전라북도 임실군청,063-640-2633,2019-05-01,4760000,전라북도 임실군
457502000000,삼봉,전라북도 임실군 성수면,전라북도 임실군 성수면 도인로 501,유실위험,다 ,삼봉천,지방하천,,1996-08-23,,2016-02-01,유실위험,,정비중(응급조치완료),제방유실,160000,전라북도 임실군청,063-640-2633,2019-05-01,4760000,전라북도 임실군
478000000000,대봉,경상북도 성주군 용암면,대봉리 203-1,유실위험,가 ,신천,,,2015-04-10,,,재해예방,,정비중(응급조치중),유실위험,36000,경상북도 성주군청,,2019-06-20,5210000,경상북도 성주군
467902000000,길성지구,전라남도 화순군 북면,길성길 46,침수위험,나 ,"하천정비 L=2,155m",지방하천,섬진강,2015-04-15,,,침수위험,,정비중(응급조치완료),침수위험,0.039,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,다곡지구,전라남도 화순군 북면,하다길 18-1,침수위험,나 ,하천정비 L=868m,지방하천,섬진강,2015-04-15,,,침수위험,,정비중(응급조치완료),침수위험,0.016,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,율곡지구,전라남도 화순군 동복면,밤실길 111-7,침수위험,나 ,하천정비 L=229m,지방하천,섬진강,2015-04-15,,,침수위험,,정비중(응급조치완료),침수위험,0.007,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,가수지구,전라남도 화순군 동복면,하가길 111,침수위험,나 ,하천정비 L=701m,지방하천,섬진강,2015-04-15,,,침수위험,,정비중(응급조치완료),침수위험,0.02,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,계소지구,전라남도 화순군 화순읍,계량길 13,침수위험,나 ,하천정비 L=798m,소하천,영산강,2015-04-15,,,침수위험,,정비중(응급조치완료),침수위험,0.043,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,벌고1지구,전라남도 화순군 화순읍,은곡길 61-6,침수위험,나 ,"하천정비 L=1,000m",지방하천,영산강,2015-04-15,,,침수위험,,정비중(응급조치완료),침수위험,0.031,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,용강지구,전라남도 화순군 도암면,상용길 17,침수위험,나 ,"하천정비 L=1,118m",소하천,영산강,2015-04-15,,,침수위험,,정비중(응급조치완료),침수위험,0.012,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,웅곡지구,전라남도 화순군 화순읍,계소리 748,침수위험,나 ,"축제 L=2.18km교량 7, 보 2",지방하천,영산강,2010-05-14,,,침수위험,,정비중(응급조치완료),침수위험,0.084,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,동가지구,전라남도 화순군 한천면,동가리 872-44,침수위험,나 ,"축제 L=2.78km교량 3, 보 2",지방하천,섬진강,2006-03-10,2013-06-26,,침수위험,사업완료,정비완료,침수위험,0.05,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,임곡지구,전라남도 화순군 북면,임곡리 768-1,침수위험,나 ,제방정비,지방하천,섬진강,1998-02-18,2002-10-30,,침수위험,사업완료,정비완료,침수위험,60,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,대포지구,전라남도 화순군 동면,대포리 1023-1,침수위험,나 ,"축제 L=2.0km교량 9, 보 11",지방하천,영산강,2010-05-14,2017-03-02,,침수위험,사업완료,정비중(응급조치완료),침수위험,0.154,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,유곡지구,전라남도 화순군 도곡면,평리 539-59,침수위험,나 ,"축제 L=2.5km교량 9, 보 6",지방하천,영산강,2010-05-14,,,침수위험,,정비중(응급조치완료),침수위험,0.0389,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,장전지구,전라남도 화순군 남면,장전리 639-14,침수위험,다 ,"축제 L=1.2km교량 1, 보 1",지방하천,섬진강,2006-03-10,,,침수위험,,정비중(응급조치완료),침수위험,0.05,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,유마지구,전라남도 화순군 남면,유마리 409,유실위험,나 ,"축제 L=1.6km교량 2, 보 2",지방하천,섬진강,2009-04-15,,,유실위험,,정비중(응급조치완료),유실위험,0.08,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
329000100002,전포3동 돌산공원지구,부산광역시 부산진구 전포3동,부산광역시 부산진구 전포3동 산65-27번지 일원,붕괴시설,가 ,"배수구조물, 낙석방지망",,기타,2011-03-09,2012-08-21,2012-08-21,해빙기 낙석발생 및 집중호우시 토사유실 발생 우려,위험지구 정비완료,정비완료,낙석 및 토사 유실 발생 우려,13777,부산광역시 부산진구청,051-605-4126,2019-08-21,3290000,부산광역시 부산진구
329000100001,범천1지구,부산광역시 부산진구 범천1동,부산광역시 부산진구 범천1동 851-6번지 일원,침수위험,가 ,"하수시설, 배수펌프장",,기타,2008-06-27,2011-10-28,2011-10-28,저지대 주택 및 상업지역 침수,위험지구 정비완료,정비완료,저지대 주택 및 상업지역 침수,18000,부산광역시 부산진구청,051-605-4126,2019-08-21,3290000,부산광역시 부산진구
262002014003,청학지구,부산광역시 영도구,청학동 48-236번지 외 3개소,붕괴시설,가 ,사면정비 1식,,,2014-04-23,,2019-08-22,사면활동파괴 위험이 높아 붕괴시 인명피해 우려,,정비완료,붕괴시 인명피해,12816,부산광역시 영도구,051-419-4645,2019-08-22,3280000,부산광역시 영도구
262002013002,남항지구,부산광역시 영도구,남항동2가 17번지 일원,침수위험,나 ,"펌프장 설치 1식,관로정비1,139m",,,2013-11-13,,2019-08-22,내수배제 불량으로 상습침수 발생,,정비중(응급조치중),저지대 주택 침수,70511,부산광역시 영도구,051-419-4645,2019-08-22,3280000,부산광역시 영도구
488702000000,죽산지구,경상남도 함양군 수동면,죽산리 775,침수위험,나 ,죽산천(죽산제),지방2급하천,기타,2001-10-29,2004-04-09,2019-06-20,제방단면 부족으로 상습침수,위험지구 정비완료,정비완료,제방단면 부족으로 상습침수,3600,경상남도 함양군,055-960-5202,2019-06-20,5460000,경상남도 함양군
488702000000,황곡지구,경상남도 함양군 안의면,황곡리 364,침수위험,나 ,안의천(황곡제),지방2급하천,기타,1999-10-26,2004-04-09,2019-06-20,제방단면 부족으로 상습침수,위험지구 정비완료,정비완료,제방단면 부족으로 상습침수,14000,경상남도 함양군,055-960-5202,2019-06-20,5460000,경상남도 함양군
488702000000,봉산지구,경상남도 함양군 안의면,봉산리 759-1,침수위험,나 ,귀곡천(봉산제),지방2급하천,기타,2001-10-29,2004-04-09,2019-06-20,제방단면 부족으로 상습침수,위험지구 정비완료,정비완료,제방단면 부족으로 상습침수,12000,경상남도 함양군,055-960-5202,2019-06-20,5460000,경상남도 함양군
488702000000,도천지구,경상남도 함양군 병곡면,,침수위험,나 ,위천(도천제),지방2급하천,기타,2001-10-29,2004-04-09,2019-06-20,제방단면 부족으로 상습침수,위험지구 정비완료,정비완료,제방단면 부족으로 상습침수,189000,경상남도 함양군,055-960-5202,2019-06-20,5460000,경상남도 함양군
488702000000,절터지구,경상남도 함양군 휴천면,남호리 162,침수위험,다 ,임천(남호제),지방2급하천,낙동강,2006-03-15,2010-05-07,2019-06-20,배수불량으로 침수위험,위험지구 정비완료,정비완료,하천제방 단면부족으로 집중호우시 하천범람 우려,108000,경상남도 함양군,055-960-5202,2019-06-20,5460000,경상남도 함양군
488702000000,신안지구,경상남도 함양군 안의면,신안리 444,침수위험,다 ,지우천(신안제),지방2급하천,낙동강,2006-03-15,2013-06-27,2019-06-20,배수불량으로 침수위험,위험지구 정비완료,정비완료,하천제방 단면부족으로 집중호우시 하천범람 우려,22000,경상남도 함양군,055-960-5202,2019-06-20,5460000,경상남도 함양군
477702000000,영덕지구,경상북도 영덕군 영덕읍,서원길 21-2,취약방재시설,나 ,배수펌프장,배수펌프장,,2010-04-30,,2015-11-04,취약방재시설,,정비중(응급조치중),취약방재시설,470000,경상북도 영덕군청,054-730-6522,2019-09-19,5180000,경상북도 영덕군
477702000000,강구지구,경상북도 영덕군 강구면,나비산1길 12,취약방재시설,나 ,배수펌프장,배수펌프장,,2010-04-30,,2015-11-04,취약방재시설,정비완료,정비완료,취약방재시설,60000,경상북도 영덕군청,054-730-6522,2019-09-19,5180000,경상북도 영덕군
477702000000,병곡지구,경상북도 영덕군 병곡면,덕천리 312-2,침수위험,다 ,배수펌프장,배수펌프장,,2015-04-06,,2015-11-04,침수위험,,미착수,침수위험,645800,경상북도 영덕군청,054-730-6522,2019-09-19,5180000,경상북도 영덕군
415000000000,율곡지구,경기도 파주시 파평면,율곡리 509번지 일원,침수위험,나 ,유수지,유수지,임진강,2003-10-30,,2003-10-30,침수위험,,정비완료,침수,237000,경기도 파주시청,031-940-5711,2019-02-28,4060000,경기도 파주시
447702000001,비인지구,충청남도 서천군 비인면,충청남도 서천군 비인면 선도리583-63,침수위험,가 ,제방 및 호안 1식,지방하천,서해,1999-05-06,2004-04-02,2019-05-15,농경지 침수,위험지구 정비완료,정비완료,농경지 침수,4,충청남도 서천군청,041-950-4734,2019-05-15,4580000,충청남도 서천군
447702000004,문장지구,충청남도 서천군 문산면,충청남도 서천군 문산면 문장리559,침수위험,가 ,제방 및 호안 1식,지방하천,금강,1998-05-09,,2019-05-15,농경지 침수,위험지구 정비완료,정비완료,농경지 침수,2,충청남도 서천군청,041-950-4734,2019-05-15,4580000,충청남도 서천군
447702004001,단상지구,충청남도 서천군 한산면,충청남도 서천군 한산면 단상리405,침수위험,다 ,제방 및 호안 1식,지방하천,금강,2003-09-09,,2019-05-15,농경지 침수,위험지구 정비완료,정비완료,농경지 침수,3.09,충청남도 서천군청,041-950-4734,2019-05-15,4580000,충청남도 서천군
447702006001,도마지구,충청남도 서천군 시초면,충청남도 서천군 시초면 초현리31,침수위험,다 ,제방 및 호안 1식,지방하천,금강,2006-02-27,,2019-05-15,농경지 침수,,정비중(응급조치중),농경지 침수,19,충청남도 서천군청,041-950-4734,2019-05-15,4580000,충청남도 서천군
447702011005,비인천지구,충청남도 서천군 비인면,충청남도 서천군 비인면 칠지리 189-5,침수위험,가 ,제방 및 호안 1식,지방하천,서해,1999-05-06,2004-04-02,2019-05-15,농경지 침수,위험지구 정비완료,정비완료,농경지 침수,3.2,충청남도 서천군청,041-950-4734,2019-05-15,4580000,충청남도 서천군
467902000000,임곡지구,전라남도 화순군 북면,임곡리 산44-3,붕괴시설,가 ,면고르기 1식,급경사지,섬진강,2015-04-15,,,붕괴위험,,정비중(응급조치완료),붕괴위험,0.001,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,안심2지구,전라남도 화순군 이서면,안심리 산96-3,붕괴시설,가 ,면고르기 및 낙석방지망 1식,급경사지,섬진강,2015-04-15,2017-03-02,,붕괴위험,사업완료,정비중(응급조치완료),붕괴위험,0.01,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,남계지구,전라남도 화순군 남면,남계리 산96-1,붕괴시설,다 ,"면고르기, 락볼트 및 낙석방지울타리 보수",급경사지,섬진강,2015-04-15,2017-03-02,,붕괴위험,사업완료,정비중(응급조치완료),붕괴위험,0.004,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,복교지구,전라남도 화순군 남면,복교리 산20-5,붕괴시설,다 ,"락볼트보강, 면고르기 및 낙석방지망 설치등",급경사지,섬진강,2015-04-15,2017-03-02,,붕괴위험,사업완료,정비중(응급조치완료),붕괴위험,0.033,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
467902000000,국동지구,전라남도 화순군 동면,국동리 산235-1,붕괴시설,다 ,면고르기 및 식생공 1식,급경사지,영산강,2015-04-15,2017-03-02,,붕괴위험,사업완료,정비중(응급조치완료),붕괴위험,0.042,전라남도 화순군청,061-379-3802,2019-06-25,4900000,전라남도 화순군
