시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
4,남동구,수현로,,인천광역시 남동구 만수동 3-102,29,01,N,N,37.46275647,126.7412392,2,6,9,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,수현로,,인천광역시 남동구 만수동 2-6,28,01,N,N,37.46441631,126.7388828,4,7,13,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,수현로,,인천광역시 남동구 만수동 2-3,27,01,N,N,37.46480393,126.7388989,4,6,11,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,만수서로105번길,,인천광역시 남동구 만수동 1113-2,26,01,N,N,37.46239319,126.7392785,2,6,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,만수서로105번길,,인천광역시 남동구 만수동 6-21,25,01,N,N,37.46193405,126.7376245,2,5,8,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,백범로124번길,,인천광역시 남동구 만수동 13,24,01,N,N,37.4599778,126.7409127,2,6,8,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,백범로124번길,,인천광역시 남동구 만수동 18,23,01,N,N,37.45913369,126.7361117,2,6,8,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,만수로50번길,,인천광역시 남동구 만수동 20,22,01,N,N,37.46037477,126.7367352,2,6,16,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,만수로50번길,,인천광역시 남동구 만수동 19-15,21,01,N,N,37.45741807,126.7391471,2,7,6,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,만수로50번길,,인천광역시 남동구 만수동 25,20,01,N,N,37.45981577,126.7350152,2,6,7,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,만수로50번길,,인천광역시 남동구 만수동 54,19,01,N,N,37.45452239,126.738834,2,6,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,만수로50번길,,인천광역시 남동구 만수동 53,18,01,N,N,37.45480815,126.7385919,2,6,5,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,만수서로,,인천광역시 남동구 만수동 12,17,01,N,N,37.45999496,126.7399856,1,6,6,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,만수서로,,인천광역시 남동구 만수동 11,16,01,N,N,37.46074941,126.7397582,2,6,8,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,만수서로,,인천광역시 남동구 만수동 16,15,01,N,N,37.46100844,126.7378548,2,5,8,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,만수서로,,인천광역시 남동구 만수동 6-43,14,01,N,N,37.46148047,126.7373383,1,6,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,만수서로,,인천광역시 남동구 만수동 68-11,13,01,N,N,37.46182513,126.735863,1,6,11,Y,,,,,N,N,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,만수서로83번길,,인천광역시 남동구 만수동 71,12,01,N,N,37.46142628,126.7347959,3,5,12,N,,,,,N,N,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,만수서로83번길,,인천광역시 남동구 만수동 5-24,9,01,N,N,37.46258756,126.7346972,2,3,5,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,만수서로83번길,,인천광역시 남동구 만수동 5-78,8,01,N,N,37.46324218,126.7344036,2,6,8,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,인주대로,,인천광역시 남동구 만수동 1084,65,01,N,N,37.44789987,126.7363119,7,8,26,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,백범로101번길,,인천광역시 남동구 만수동 971-1,64,01,N,N,37.45267896,126.734118,1,4,5,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,백범로101번길,,인천광역시 남동구 만수동 961,63,01,N,N,37.45333895,126.7351693,1,6,17,N,,,,,N,Y,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래로,,인천광역시 남동구 만수동 989,61,01,N,N,37.46066452,126.7276198,5,8,15,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래로,,인천광역시 남동구 만수동 966,60,01,N,N,37.45043203,126.7338055,5,7,7,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,인주대로887번길,,인천광역시 남동구 만수동 1072-8,59,01,N,N,37.448419,126.7359867,1,4,8,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,담방로,,인천광역시 남동구 만수동 1005-2,56,01,N,N,37.45033552,126.7416506,2,8,9,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,담방로,,인천광역시 남동구 만수동 590-2,55,01,N,N,37.45023847,126.742692,2,4,17,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,백범로,,인천광역시 남동구 만수동 1005-2,54,01,N,N,37.45033552,126.7416506,7,8,23,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,백범로,,인천광역시 남동구 만수동 961-5,53,01,N,N,37.45288615,126.7357986,7,8,25,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,백범로,,인천광역시 남동구 만수동 956-2,52,01,N,N,37.45461481,126.7331473,8,8,27,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,인수로,,인천광역시 남동구 만수동 66,48,01,N,N,37.45392079,126.7373409,2,5,6,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,인수로,,인천광역시 남동구 만수동 66-7,47,01,N,N,37.45331057,126.7367295,2,5,8,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,인수로,,인천광역시 남동구 만수동 66-9,46,01,N,N,37.45313747,126.7365516,1,3,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,인수로,,인천광역시 남동구 만수동 66-9,45,01,N,N,37.45313747,126.7365516,2,7,11,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,인수로,,인천광역시 남동구 만수동 46,44,01,N,N,37.45611201,126.7358121,2,6,8,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,인수로,,인천광역시 남동구 만수동 46,43,01,N,N,37.45611201,126.7358121,2,6,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,백범로124번길,,인천광역시 남동구 만수동 29,42,01,N,N,37.45827188,126.7347246,4,5,14,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,백범로124번길,,인천광역시 남동구 만수동 13,41,01,N,N,37.4599778,126.7409127,4,6,12,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,백범로124번길,,인천광역시 남동구 만수동 29,40,01,N,N,37.45827188,126.7347246,4,6,10,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,수현로,,인천광역시 남동구 만수동 3-9,37,01,N,N,37.46285951,126.7399149,4,6,12,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,무네미로,,인천광역시 남동구 장수동 411,35,01,N,N,37.46231682,126.7507642,1,3,14,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,무네미로,,인천광역시 남동구 장수동 395,34,01,N,N,37.46338696,126.7505656,1,4,14,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,수현로,,인천광역시 남동구 장수동 394,33,01,N,N,37.4637173,126.7502775,3,4,12,N,,,,,Y,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장자북로37번길,,인천광역시 남동구 장수동 769-16,110,01,N,N,37.45181384,126.7527697,1,4,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장자북로,,인천광역시 남동구 장수동 783-1,109,01,N,N,37.45141442,126.7499282,2,6,10,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장자북로,,인천광역시 남동구 장수동 782-4,108,01,N,N,37.45148703,126.7508311,3,6,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장자북로,,인천광역시 남동구 장수동 782-6,107,01,N,N,37.45145553,126.7512611,3,6,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장자북로,,인천광역시 남동구 장수동 782-9,106,01,N,N,37.45148721,126.7517014,2,6,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장자북로,,인천광역시 남동구 장수동 778-1,105,01,N,N,37.45148166,126.7520292,2,7,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장자북로,,인천광역시 남동구 장수동 778-3,104,01,N,N,37.45156631,126.7523669,2,6,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장자북로,,인천광역시 남동구 장수동 778-4,103,01,N,N,37.45149746,126.7526732,2,6,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장자북로,,인천광역시 남동구 장수동 777-5,101,01,N,N,37.45155088,126.7543224,2,6,8,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장자북로,,인천광역시 남동구 장수동 767-11,100,01,N,N,37.45185597,126.7516387,1,4,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장자북로,,인천광역시 남동구 장수동 767-12,99,01,N,N,37.45185192,126.7512545,1,4,8,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,담방로,,인천광역시 남동구 만수동 1007-8,97,01,N,N,37.44768666,126.7391295,1,3,8,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장자로,,인천광역시 남동구 장수동 780-19,95,01,N,N,37.45050137,126.7504971,2,6,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장자로,,인천광역시 남동구 장수동 785-1,94,01,N,N,37.45026046,126.7498682,2,6,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장승로,,인천광역시 남동구 만수동 608-3,92,01,N,N,37.44619244,126.7426579,2,8,10,N,,,,,N,Y,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장승로,,인천광역시 남동구 만수동 1096-2,91,01,N,N,37.44598799,126.7403785,2,3,6,N,,,,,N,Y,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장승로,,인천광역시 남동구 만수동 1026-2,90,01,N,N,37.44548851,126.7391663,2,6,11,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래로,,인천광역시 남동구 만수동 1012-1,88,01,N,N,37.44621647,126.7330854,8,7,25,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래로,,인천광역시 남동구 만수동 1077,87,01,N,N,37.44670524,126.7332919,8,8,25,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장승로,,인천광역시 남동구 만수동 1076-9,86,01,N,N,37.44636816,126.7346311,2,6,8,N,,,,,N,N,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,앵고개로948번길,,인천광역시 남동구 논현동 673-4,943,01,N,N,37.40209493,126.7358496,1,6,6,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,앵고개로948번길,,인천광역시 남동구 논현동 674,942,01,Y,N,37.40240642,126.7363280680,1,6,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,앵고개로934번길,,인천광역시 남동구 논현동 672-5,941,01,N,N,37.40252567,126.7356842,1,3,6,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,앵고개로934번길,,인천광역시 남동구 논현동 672-1,940,01,N,N,37.40209006,126.7345508,1,3,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 680-2,938,01,N,N,37.39808581,126.7375884,5,5,15,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 680-1,937,01,N,N,37.39873912,126.7371708,5,6,15,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 679-3,936,01,N,N,37.39921692,126.7363496,5,6,15,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 678-1,935,01,N,N,37.39980825,126.7360348,5,8,18,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 677-6,934,01,N,N,37.40031573,126.7354615,6,8,19,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 677-7,933,01,N,N,37.40123664,126.734791,5,8,21,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 671-1,932,01,N,N,37.40171225,126.7337665,7,8,23,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 666-7,931,01,N,N,37.40220193,126.7332161,7,8,21,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 669-5,930,01,N,N,37.40233332,126.7328638,5,8,15,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 658-1,929,01,N,N,37.40339715,126.7320779,7,8,23,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,앵고개로,,인천광역시 남동구 논현동 109-147,928,01,N,N,37.40361243,126.7370439,6,6,20,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,앵고개로,,인천광역시 남동구 논현동 111-28,926,01,N,N,37.40318717,126.7360346,6,6,18,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,앵고개로,,인천광역시 남동구 논현동 672-4,925,01,N,N,37.40245995,126.7354368,6,8,21,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,앵고개로,,인천광역시 남동구 논현동 666-7,924,01,N,N,37.40220193,126.7332161,7,8,27,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,앵고개로,,인천광역시 남동구 논현동 656-2,923,01,N,N,37.40202865,126.732180,7,8,27,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,앵고개로941번길,,인천광역시 남동구 논현동 664-4,922,01,N,N,37.40366665,126.7353714,1,3,10,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,앵고개로941번길,,인천광역시 남동구 논현동 664-2,921,01,N,N,37.40320201,126.7348935,1,6,11,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,앵고개로941번길,,인천광역시 남동구 논현동 669-1,919,01,N,N,37.40258615,126.7345989,1,4,9,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,앵고개로941번길,,인천광역시 남동구 논현동 665-11,918,01,N,N,37.40320716,126.734532,1,4,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역동로,,인천광역시 남동구 논현동 665-1,917,01,N,N,37.40285922,126.7331712,1,3,6,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역동로,,인천광역시 남동구 논현동 666-1,916,01,N,N,37.40268406,126.7328014,1,4,6,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,앵고개로941번길,,인천광역시 남동구 논현동 667-11,915,01,N,N,37.40289414,126.7347519,1,2,6,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역동로,,인천광역시 남동구 논현동 662-10,914,01,N,N,37.40321298,126.7333912,1,3,6,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역동로,,인천광역시 남동구 논현동 660-16,913,01,N,N,37.40306461,126.7329983,1,3,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역동로,,인천광역시 남동구 논현동 661-3,910,01,N,N,37.40350972,126.7341768,1,4,6,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역서로,,인천광역시 남동구 논현동 657,909,01,N,N,37.40199671,126.7308816,1,6,6,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역서로,,인천광역시 남동구 논현동 651-15,908,01,N,N,37.40230039,126.7297922,1,6,5,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역서로,,인천광역시 남동구 논현동 654-6,907,01,N,N,37.40243054,126.7318457,1,3,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,은봉로326번길,,인천광역시 남동구 논현동 603-1,979,01,N,N,37.40498436,126.7280075,3,5,9,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,청능대로611번길,,인천광역시 남동구 논현동 604-2,978,02,N,N,37.40375712,126.7270004,3,3,13,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,청능대로611번길,,인천광역시 남동구 논현동 604-2,977,01,N,N,37.40375712,126.7270004,3,6,10,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,청능대로611번길,,인천광역시 남동구 논현동 604-1,976,01,N,N,37.40368686,126.7305256,3,6,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,청능대로611번길,,인천광역시 남동구 논현동 604-6,975,01,N,N,37.40235816,126.7284585,3,6,8,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 603-1,974,01,N,N,37.40498436,126.7280075,6,8,20,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 601-2,972,02,N,N,37.40571045,126.7301752,6,4,28,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 603-6,971,01,N,N,37.40533564,126.7296733,6,8,18,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 109-180,970,02,N,N,37.4041777,126.7368199,6,4,29,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 602-2,969,01,N,N,37.4051833,126.7305907,6,8,20,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 604-1,968,01,N,N,37.40368686,126.7305256,6,5,18,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래역로,,인천광역시 남동구 논현동 602-7,967,01,N,N,37.40444737,126.7325459,6,8,19,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,포구로,,인천광역시 남동구 논현동 109-176,966,01,Y,N,37.40554077,126.7362097,5,6,22,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,포구로,,인천광역시 남동구 논현동 600-9,965,01,Y,N,37.40736414,126.7356708,7,6,28,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,포구로,,인천광역시 남동구 논현동 600-9,964,01,N,N,37.40736414,126.7356708,6,8,18,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,포구로,,인천광역시 남동구 논현동 600-2,963,01,N,N,37.40800918,126.7336381,5,8,19,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
